cam:ideCadastro;cam:nomeCivil;cam:nomeParlamentarAtual;slp:resource_uri
178961;SHÉRIDAN ESTÉRFANY OLIVEIRA DE ANCHIETA;SHÉRIDAN;5f6ac7f9d5e7c619873db82bf7476a53
178853;LUIZ CARLOS CAETANO;CAETANO;f1ab2af912e8e66e5b9f589d3f8497d4
178978;FLAVIO AUGUSTO DA SILVA;FLAVINHO;a7ab84489812f405a044cbc12692f363
160637;RONALDO FONSECA DE SOUZA;RONALDO FONSECA;c3f81b276b37d5a1394bc2296e0092bd
160637;RONALDO FONSECA DE SOUZA;RONALDO FONSECA;c3f81b276b37d5a1394bc2296e0092bd
178894;LAUDIVIO ALVARENGA CARVALHO;LAUDIVIO CARVALHO;e08abbb462f90bacbdeebc171e7c6edd
160663;LEOPOLDO COSTA MEYER;LEOPOLDO MEYER;11026fc69749c83006e546e00a9be42f
160663;LEOPOLDO COSTA MEYER;LEOPOLDO MEYER;11026fc69749c83006e546e00a9be42f
178974;ANDRES NAVARRO SANCHEZ;ANDRES SANCHEZ;a3035b1ff9dfbf723ac7addf141e29e4
160591;VINICIUS DE AZEVEDO GURGEL;VINICIUS GURGEL;bd0c1c8bce2deb8e4ba77e50d954de12
160591;VINICIUS DE AZEVEDO GURGEL;VINICIUS GURGEL;bd0c1c8bce2deb8e4ba77e50d954de12
178919;MARINALDO ROSENDO DE ALBUQUERQUE;MARINALDO ROSENDO;510ed63c5e9bc576f8afb11e7a698e21
74161;REGINALDO LÁZARO DE OLIVEIRA LOPES;REGINALDO LOPES;106a0619c1bfa7f4bb3c2db3d4a7ac8b
74161;REGINALDO LÁZARO DE OLIVEIRA LOPES;REGINALDO LOPES;106a0619c1bfa7f4bb3c2db3d4a7ac8b
74161;REGINALDO LÁZARO DE OLIVEIRA LOPES;REGINALDO LOPES;106a0619c1bfa7f4bb3c2db3d4a7ac8b
74161;REGINALDO LÁZARO DE OLIVEIRA LOPES;REGINALDO LOPES;106a0619c1bfa7f4bb3c2db3d4a7ac8b
88950;RODRIGO GARCIA;RODRIGO GARCIA;c7c90f4aad2c48feb992ea286d172032
88950;RODRIGO GARCIA;RODRIGO GARCIA;c7c90f4aad2c48feb992ea286d172032
160655;RICARDO IZAR JUNIOR;RICARDO IZAR;68eea86ef668e00a42268e42df984855
160655;RICARDO IZAR JUNIOR;RICARDO IZAR;68eea86ef668e00a42268e42df984855
74371;RUBENS OTONI GOMIDE;RUBENS OTONI;420f4ddb2581512ad3de8a62efb100b4
74371;RUBENS OTONI GOMIDE;RUBENS OTONI;420f4ddb2581512ad3de8a62efb100b4
74371;RUBENS OTONI GOMIDE;RUBENS OTONI;420f4ddb2581512ad3de8a62efb100b4
74371;RUBENS OTONI GOMIDE;RUBENS OTONI;420f4ddb2581512ad3de8a62efb100b4
73434;ARNALDO FARIA DE SÁ;ARNALDO FARIA DE SÁ;99e2cd799069cdcd75e2d4958a82ee38
73434;ARNALDO FARIA DE SÁ;ARNALDO FARIA DE SÁ;99e2cd799069cdcd75e2d4958a82ee38
73434;ARNALDO FARIA DE SÁ;ARNALDO FARIA DE SÁ;99e2cd799069cdcd75e2d4958a82ee38
73434;ARNALDO FARIA DE SÁ;ARNALDO FARIA DE SÁ;99e2cd799069cdcd75e2d4958a82ee38
72912;CELSO PANSERA;CELSO PANSERA;8c96ec7db2b3309cc9ab3b6bbb5b96d8
167722;MARCOS ROGÉRIO DA SILVA BRITO;MARCOS ROGÉRIO;d6dbb732217ddbbbb9d03e6e01e03a02
167722;MARCOS ROGÉRIO DA SILVA BRITO;MARCOS ROGÉRIO;d6dbb732217ddbbbb9d03e6e01e03a02
73930;WLADIMIR AFONSO DA COSTA RABELO;WLADIMIR COSTA;12012db83c5389ec2596c64e9bd0f472
73930;WLADIMIR AFONSO DA COSTA RABELO;WLADIMIR COSTA;12012db83c5389ec2596c64e9bd0f472
73930;WLADIMIR AFONSO DA COSTA RABELO;WLADIMIR COSTA;12012db83c5389ec2596c64e9bd0f472
73930;WLADIMIR AFONSO DA COSTA RABELO;WLADIMIR COSTA;12012db83c5389ec2596c64e9bd0f472
141562;WELINGTON COIMBRA;LELO COIMBRA;8e63406af4a1ddc5c7fd4ff5d4e7e087
141562;WELINGTON COIMBRA;LELO COIMBRA;8e63406af4a1ddc5c7fd4ff5d4e7e087
141562;WELINGTON COIMBRA;LELO COIMBRA;8e63406af4a1ddc5c7fd4ff5d4e7e087
74275;JOSÉ MENTOR GUILHERME DE MELLO NETTO;JOSÉ MENTOR;61290196575717e07095696d958f52d4
74275;JOSÉ MENTOR GUILHERME DE MELLO NETTO;JOSÉ MENTOR;61290196575717e07095696d958f52d4
74275;JOSÉ MENTOR GUILHERME DE MELLO NETTO;JOSÉ MENTOR;61290196575717e07095696d958f52d4
74275;JOSÉ MENTOR GUILHERME DE MELLO NETTO;JOSÉ MENTOR;61290196575717e07095696d958f52d4
74057;ALICE MAZZUCO PORTUGAL;ALICE PORTUGAL;ae911369ccfabeabe8ffbc665b182154
74057;ALICE MAZZUCO PORTUGAL;ALICE PORTUGAL;ae911369ccfabeabe8ffbc665b182154
74057;ALICE MAZZUCO PORTUGAL;ALICE PORTUGAL;ae911369ccfabeabe8ffbc665b182154
74057;ALICE MAZZUCO PORTUGAL;ALICE PORTUGAL;ae911369ccfabeabe8ffbc665b182154
160512;AUREO LIDIO MOREIRA RIBEIRO;AUREO;f9a952bca37424441f976f582eeba0dd
160512;AUREO LIDIO MOREIRA RIBEIRO;AUREO;f9a952bca37424441f976f582eeba0dd
73579;JOÃO ALBERTO FRAGA SILVA;ALBERTO FRAGA;85768e0331492457b015dfafeca64527
73579;JOÃO ALBERTO FRAGA SILVA;ALBERTO FRAGA;85768e0331492457b015dfafeca64527
73579;JOÃO ALBERTO FRAGA SILVA;ALBERTO FRAGA;85768e0331492457b015dfafeca64527
160570;JERÔNIMO PIZZOLOTTO GOERGEN;JERÔNIMO GOERGEN;b06a6a4ac784ae91f25fa8c7baf06c13
160570;JERÔNIMO PIZZOLOTTO GOERGEN;JERÔNIMO GOERGEN;b06a6a4ac784ae91f25fa8c7baf06c13
74158;MÁRIO LÚCIO HERINGER;MÁRIO HERINGER;64ef5702c6373204ada199f23dec9970
74158;MÁRIO LÚCIO HERINGER;MÁRIO HERINGER;64ef5702c6373204ada199f23dec9970
74158;MÁRIO LÚCIO HERINGER;MÁRIO HERINGER;64ef5702c6373204ada199f23dec9970
74158;MÁRIO LÚCIO HERINGER;MÁRIO HERINGER;64ef5702c6373204ada199f23dec9970
141482;LEONARDO LEMOS BARROS QUINTÃO;LEONARDO QUINTÃO;060e404b5575573289795ffd4b6758ff
141482;LEONARDO LEMOS BARROS QUINTÃO;LEONARDO QUINTÃO;060e404b5575573289795ffd4b6758ff
141482;LEONARDO LEMOS BARROS QUINTÃO;LEONARDO QUINTÃO;060e404b5575573289795ffd4b6758ff
74693;RODRIGO FELINTO IBARRA EPITÁCIO MAIA;RODRIGO MAIA;00c0142ed0db09167efe6a3dd3522e02
74693;RODRIGO FELINTO IBARRA EPITÁCIO MAIA;RODRIGO MAIA;00c0142ed0db09167efe6a3dd3522e02
74693;RODRIGO FELINTO IBARRA EPITÁCIO MAIA;RODRIGO MAIA;00c0142ed0db09167efe6a3dd3522e02
74693;RODRIGO FELINTO IBARRA EPITÁCIO MAIA;RODRIGO MAIA;00c0142ed0db09167efe6a3dd3522e02
178958;CARLOS AUGUSTO ANDRADE SILVA;CARLOS ANDRADE;34e4631eea70a67761e4696a341636c6
74665;JAIME MARTINS FILHO;JAIME MARTINS;53402eba3b100e7931c95e73fad4a1c7
74665;JAIME MARTINS FILHO;JAIME MARTINS;53402eba3b100e7931c95e73fad4a1c7
74665;JAIME MARTINS FILHO;JAIME MARTINS;53402eba3b100e7931c95e73fad4a1c7
74665;JAIME MARTINS FILHO;JAIME MARTINS;53402eba3b100e7931c95e73fad4a1c7
141535;ROGÉRIO SIMONETTI MARINHO;ROGÉRIO MARINHO;264dc4715ef9cad383026f602d0a419e
141535;ROGÉRIO SIMONETTI MARINHO;ROGÉRIO MARINHO;264dc4715ef9cad383026f602d0a419e
141535;ROGÉRIO SIMONETTI MARINHO;ROGÉRIO MARINHO;264dc4715ef9cad383026f602d0a419e
74366;JOÃO CAMPOS DE ARAÚJO;JOÃO CAMPOS;c33c51a0a46ba1d930c562ce330021f7
74366;JOÃO CAMPOS DE ARAÚJO;JOÃO CAMPOS;c33c51a0a46ba1d930c562ce330021f7
74366;JOÃO CAMPOS DE ARAÚJO;JOÃO CAMPOS;c33c51a0a46ba1d930c562ce330021f7
74366;JOÃO CAMPOS DE ARAÚJO;JOÃO CAMPOS;c33c51a0a46ba1d930c562ce330021f7
160517;PAULO ROBERTO FOLETTO;PAULO FOLETTO;8a659559d8c3a014edded032a5884814
160517;PAULO ROBERTO FOLETTO;PAULO FOLETTO;8a659559d8c3a014edded032a5884814
74359;NILTON BALBINO;NILTON CAPIXABA;0c8dd49c92afceeec92df328c42b881b
74359;NILTON BALBINO;NILTON CAPIXABA;0c8dd49c92afceeec92df328c42b881b
74359;NILTON BALBINO;NILTON CAPIXABA;0c8dd49c92afceeec92df328c42b881b
178905;FABIO PAULINO GARCIA;FABIO GARCIA;32e48237b73d84a66d462e018ece3877
160654;RENZO DO AMARAL BRAZ;RENZO BRAZ;980a891d1e52bff1757ab5c34981b76f
160654;RENZO DO AMARAL BRAZ;RENZO BRAZ;980a891d1e52bff1757ab5c34981b76f
141408;CLEBER VERDE CORDEIRO MENDES;CLEBER VERDE;a38f8faaa42b37daabb2ed8f1e4ad8ea
141408;CLEBER VERDE CORDEIRO MENDES;CLEBER VERDE;a38f8faaa42b37daabb2ed8f1e4ad8ea
141408;CLEBER VERDE CORDEIRO MENDES;CLEBER VERDE;a38f8faaa42b37daabb2ed8f1e4ad8ea
141531;RODRIGO BATISTA DE CASTRO;RODRIGO DE CASTRO;7ff2addbca73f387320ee0177a64d198
141531;RODRIGO BATISTA DE CASTRO;RODRIGO DE CASTRO;7ff2addbca73f387320ee0177a64d198
141531;RODRIGO BATISTA DE CASTRO;RODRIGO DE CASTRO;7ff2addbca73f387320ee0177a64d198
150418;MÁRCIO CARLOS MARINHO;MÁRCIO MARINHO;ef1c91a895fb0b013d800b4000fd8242
150418;MÁRCIO CARLOS MARINHO;MÁRCIO MARINHO;ef1c91a895fb0b013d800b4000fd8242
150418;MÁRCIO CARLOS MARINHO;MÁRCIO MARINHO;ef1c91a895fb0b013d800b4000fd8242
178883;ELIZIANE PEREIRA GAMA MELO;ELIZIANE GAMA;f9879eb338130f378de3a6644b661f5d
178880;MARCOS ABRAO RORIZ SOARES DE CARVALHO;MARCOS ABRÃO;e6f653b83460a5be82e20ec3f82e0d0e
178863;ULDURICO ALENCAR PINTO;ULDURICO JUNIOR;3940242633026385882471beac41425f
73437;PAULO ROBERTO GOMES MANSUR;BETO MANSUR;f5da5917ec0aa3ea5dee93c2be68e476
73437;PAULO ROBERTO GOMES MANSUR;BETO MANSUR;f5da5917ec0aa3ea5dee93c2be68e476
73437;PAULO ROBERTO GOMES MANSUR;BETO MANSUR;f5da5917ec0aa3ea5dee93c2be68e476
178987;ORLANDO SILVA DE JESUS JUNIOR;ORLANDO SILVA;3f27842bde17df44fd5466ddb4293a6b
160536;MARCO ANTONIO TEBALDI;MARCO TEBALDI;26935d8759f5c2e9bc613d6d2ee5578c
160536;MARCO ANTONIO TEBALDI;MARCO TEBALDI;26935d8759f5c2e9bc613d6d2ee5578c
81232;IRAJÁ SILVESTRE FILHO;IRAJÁ ABREU;f8367a58a21274b73ba55a33cbfea2d6
81232;IRAJÁ SILVESTRE FILHO;IRAJÁ ABREU;f8367a58a21274b73ba55a33cbfea2d6
171619;MARIA MARGARIDA MARTINS SALOMÃO;MARGARIDA SALOMÃO;5064f885a4b963b6f642b487c6b5211d
171619;MARIA MARGARIDA MARTINS SALOMÃO;MARGARIDA SALOMÃO;5064f885a4b963b6f642b487c6b5211d
178992;VITOR LIPPI;VITOR LIPPI;b1d40871058570efea3e6241b50d2d91
160666;FELIX DE ALMEIDA MENDONÇA JÚNIOR;FÉLIX MENDONÇA JÚNIOR;2d63e952da99ebabbaf7b07d2cab82e2
160666;FELIX DE ALMEIDA MENDONÇA JÚNIOR;FÉLIX MENDONÇA JÚNIOR;2d63e952da99ebabbaf7b07d2cab82e2
141527;RENATO DELMAR MOLLING;RENATO MOLLING;30bdc0e62144df9389337ee77ccbfe94
141527;RENATO DELMAR MOLLING;RENATO MOLLING;30bdc0e62144df9389337ee77ccbfe94
141527;RENATO DELMAR MOLLING;RENATO MOLLING;30bdc0e62144df9389337ee77ccbfe94
178936;ALEXANDRE VALLE CARDOSO;ALEXANDRE VALLE;8f63e36aae1915085f4751957e5a41f0
74471;ANDRÉ CARLOS ALVES DE PAULA FILHO;ANDRÉ DE PAULA;9461abeaf44c02bd97b59126f4d05865
74471;ANDRÉ CARLOS ALVES DE PAULA FILHO;ANDRÉ DE PAULA;9461abeaf44c02bd97b59126f4d05865
74471;ANDRÉ CARLOS ALVES DE PAULA FILHO;ANDRÉ DE PAULA;9461abeaf44c02bd97b59126f4d05865
74471;ANDRÉ CARLOS ALVES DE PAULA FILHO;ANDRÉ DE PAULA;9461abeaf44c02bd97b59126f4d05865
178955;LUIZ CLAUDIO PEREIRA ALVES;LUIZ CLÁUDIO;761a2f45c1264df4984d27b3746766a0
74273;JEFFERSON ALVES DE CAMPOS;JEFFERSON CAMPOS;2cb2da5dbf1c5b992850d334ccad0a44
74273;JEFFERSON ALVES DE CAMPOS;JEFFERSON CAMPOS;2cb2da5dbf1c5b992850d334ccad0a44
74273;JEFFERSON ALVES DE CAMPOS;JEFFERSON CAMPOS;2cb2da5dbf1c5b992850d334ccad0a44
74273;JEFFERSON ALVES DE CAMPOS;JEFFERSON CAMPOS;2cb2da5dbf1c5b992850d334ccad0a44
74399;ONYX DORNELLES LORENZONI;ONYX LORENZONI;1544dee6b2f5f0a332fcd75161f2a5b9
74399;ONYX DORNELLES LORENZONI;ONYX LORENZONI;1544dee6b2f5f0a332fcd75161f2a5b9
74399;ONYX DORNELLES LORENZONI;ONYX LORENZONI;1544dee6b2f5f0a332fcd75161f2a5b9
74399;ONYX DORNELLES LORENZONI;ONYX LORENZONI;1544dee6b2f5f0a332fcd75161f2a5b9
178829;JOSE AUGUSTO ROSA;CAPITÃO AUGUSTO;7f5da35dd52920e6e35ecf785971fb61
178885;ANTONIO DA CRUZ FILGUEIRA JUNIOR;JUNIOR MARRECA;7e9a64a82f8aa932220826ea4d56c0a8
122466;RONALDO MANCHADO MARTINS;RONALDO MARTINS;d4b05a26311d58b4ba4168b01f9230f9
178902;JOSE ORCIRIO MIRANDA DOS SANTOS;ZECA DO PT;7548bf78c349f70b2301b412dbf84e5d
94931;LÚCIO QUADROS VIEIRA LIMA;LUCIO VIEIRA LIMA;0cc358710869a4826e384deed8a1298f
94931;LÚCIO QUADROS VIEIRA LIMA;LUCIO VIEIRA LIMA;0cc358710869a4826e384deed8a1298f
178866;LUIZIANNE DE OLIVEIRA LINS;LUIZIANNE LINS;2e516b9534ebdf8dfd4dd946d9d89c9d
73655;AUGUSTO SILVEIRA DE CARVALHO;AUGUSTO CARVALHO;27a203d6f11354816ecef815bca66d84
73655;AUGUSTO SILVEIRA DE CARVALHO;AUGUSTO CARVALHO;27a203d6f11354816ecef815bca66d84
73655;AUGUSTO SILVEIRA DE CARVALHO;AUGUSTO CARVALHO;27a203d6f11354816ecef815bca66d84
178952;WALTER PEREIRA ALVES;WALTER ALVES;4132da1db6a2d2df426d7dcf022d7a3a
160610;VALMIR CARLOS DA ASSUNÇÃO;VALMIR ASSUNÇÃO;1ffe0258247a72aa43c30170b881c678
160610;VALMIR CARLOS DA ASSUNÇÃO;VALMIR ASSUNÇÃO;1ffe0258247a72aa43c30170b881c678
178877;FABIO FERNANDES DE SOUSA;FÁBIO SOUSA;e13b716d704905f1561a66c5c17dd0bb
178934;ANTONIO WANDSCHEER;TONINHO WANDSCHEER;aec348b11fb457518639f35d192ae366
178922;FRANCISCO TADEU BARBOSA DE ALENCAR;TADEU ALENCAR;9a7f95e662f838db19127c3395ebb101
178857;JORGE JOSE SANTOS PEREIRA SOLLA;JORGE SOLLA;53cb63df3fce48951096b385c52d0790
73772;HERMES PARCIANELLO;HERMES PARCIANELLO;8655814ad93c811de70a6278340fe563
73772;HERMES PARCIANELLO;HERMES PARCIANELLO;8655814ad93c811de70a6278340fe563
73772;HERMES PARCIANELLO;HERMES PARCIANELLO;8655814ad93c811de70a6278340fe563
73772;HERMES PARCIANELLO;HERMES PARCIANELLO;8655814ad93c811de70a6278340fe563
178965;JOAO DERLY DE OLIVEIRA NUNES JUNIOR;JOÃO DERLY;6bee26e6d341296b86abd8ca87ee3615
74352;NILSON PINTO DE OLIVEIRA;NILSON PINTO;9c52673053a66cf7505ddae463a38bab
74352;NILSON PINTO DE OLIVEIRA;NILSON PINTO;9c52673053a66cf7505ddae463a38bab
74352;NILSON PINTO DE OLIVEIRA;NILSON PINTO;9c52673053a66cf7505ddae463a38bab
74352;NILSON PINTO DE OLIVEIRA;NILSON PINTO;9c52673053a66cf7505ddae463a38bab
74570;JUTAHY MAGALHÃES JÚNIOR;JUTAHY JUNIOR;41ef4193015a9f85c59f503cbed8d307
74570;JUTAHY MAGALHÃES JÚNIOR;JUTAHY JUNIOR;41ef4193015a9f85c59f503cbed8d307
74570;JUTAHY MAGALHÃES JÚNIOR;JUTAHY JUNIOR;41ef4193015a9f85c59f503cbed8d307
74570;JUTAHY MAGALHÃES JÚNIOR;JUTAHY JUNIOR;41ef4193015a9f85c59f503cbed8d307
141405;CELSO MALDANER;CELSO MALDANER;dbe830c8bffce8880994d263ab9acfda
141405;CELSO MALDANER;CELSO MALDANER;dbe830c8bffce8880994d263ab9acfda
141405;CELSO MALDANER;CELSO MALDANER;dbe830c8bffce8880994d263ab9acfda
167493;WEVERTON ROCHA MARQUES DE SOUSA;WEVERTON ROCHA;1f1c62ef9b4ef360b9885fdd225dcf25
167493;WEVERTON ROCHA MARQUES DE SOUSA;WEVERTON ROCHA;1f1c62ef9b4ef360b9885fdd225dcf25
178931;LUCIANO DUCCI;LUCIANO DUCCI;baa38f0a7dd2d566734ca4c738dbde33
179000;MARCELO HENRIQUE TEIXEIRA DIAS;MARCELO ÁLVARO ANTÔNIO;f6bf81384ac9974440e6a33306016d54
178826;SERGIO OLIMPIO GOMES;MAJOR OLIMPIO;7359222244b5c2679a8818913b6e2431
74253;JULIO LUIZ BAPTISTA LOPES;JULIO LOPES;0813ea21188896b0fe638aae33028fdd
74253;JULIO LUIZ BAPTISTA LOPES;JULIO LOPES;0813ea21188896b0fe638aae33028fdd
74253;JULIO LUIZ BAPTISTA LOPES;JULIO LOPES;0813ea21188896b0fe638aae33028fdd
141384;ANTÔNIO CARLOS VALADARES FILHO;VALADARES FILHO;4bfbda1c20ab069a5da485a8db056533
141384;ANTÔNIO CARLOS VALADARES FILHO;VALADARES FILHO;4bfbda1c20ab069a5da485a8db056533
141384;ANTÔNIO CARLOS VALADARES FILHO;VALADARES FILHO;4bfbda1c20ab069a5da485a8db056533
178839;JESSICA ROJAS SALES;JÉSSICA SALES;690887900e9febb3329a9305d0f4511d
141411;DAGOBERTO NOGUEIRA FILHO;DAGOBERTO;18f39351fac4b6e3558d110edb4fa999
141411;DAGOBERTO NOGUEIRA FILHO;DAGOBERTO;18f39351fac4b6e3558d110edb4fa999
74010;VALDIR COLATTO;VALDIR COLATTO;41bc325650f3af8d99cd9887fac69318
74010;VALDIR COLATTO;VALDIR COLATTO;41bc325650f3af8d99cd9887fac69318
74010;VALDIR COLATTO;VALDIR COLATTO;41bc325650f3af8d99cd9887fac69318
74010;VALDIR COLATTO;VALDIR COLATTO;41bc325650f3af8d99cd9887fac69318
178971;JONY MARCOS DE SOUZA ARAUJO;JONY MARCOS;a8ec4004ffb11823e3484569ce25b2f2
74356;SILAS CÂMARA;SILAS CÂMARA;0c64aaff51340c13b8b506fa142c058a
74356;SILAS CÂMARA;SILAS CÂMARA;0c64aaff51340c13b8b506fa142c058a
74356;SILAS CÂMARA;SILAS CÂMARA;0c64aaff51340c13b8b506fa142c058a
74356;SILAS CÂMARA;SILAS CÂMARA;0c64aaff51340c13b8b506fa142c058a
74558;GIVALDO DE SÁ GOUVEIA;GIVALDO CARIMBÃO;cd899f2321f07182d7ada4fbfe26460d
74558;GIVALDO DE SÁ GOUVEIA;GIVALDO CARIMBÃO;cd899f2321f07182d7ada4fbfe26460d
74558;GIVALDO DE SÁ GOUVEIA;GIVALDO CARIMBÃO;cd899f2321f07182d7ada4fbfe26460d
74558;GIVALDO DE SÁ GOUVEIA;GIVALDO CARIMBÃO;cd899f2321f07182d7ada4fbfe26460d
74156;JOSÉ LEONARDO COSTA MONTEIRO;LEONARDO MONTEIRO;8f6a3fcf2127e4f546e10d2d26d77c79
74156;JOSÉ LEONARDO COSTA MONTEIRO;LEONARDO MONTEIRO;8f6a3fcf2127e4f546e10d2d26d77c79
74156;JOSÉ LEONARDO COSTA MONTEIRO;LEONARDO MONTEIRO;8f6a3fcf2127e4f546e10d2d26d77c79
74156;JOSÉ LEONARDO COSTA MONTEIRO;LEONARDO MONTEIRO;8f6a3fcf2127e4f546e10d2d26d77c79
162332;LUIZ HILOSHI NISHIMORI;LUIZ NISHIMORI;2cde5c79f3c4ccef8630df8026faac11
162332;LUIZ HILOSHI NISHIMORI;LUIZ NISHIMORI;2cde5c79f3c4ccef8630df8026faac11
178911;SIMONE MARIA MORGADO FERREIRA;SIMONE MORGADO;724decace47f64055198df04713731a8
160565;MARA CRISTINA GABRILLI;MARA GABRILLI;0ae2cd939ac4624efb8e52ed61134295
160565;MARA CRISTINA GABRILLI;MARA GABRILLI;0ae2cd939ac4624efb8e52ed61134295
178949;ZENAIDE MAIA CALADO PEREIRA DOS SANTOS;ZENAIDE MAIA;5c8a568464ac4a081a6534a6f5ddd6e6
178860;PAULO VELLOSO DANTAS AZI;PAULO AZI;4167beb2862be52eeda4d9d94ae013d0
152605;GLAUBER DE MEDEIROS BRAGA;GLAUBER BRAGA;c0761224b107e62ec4dd671d35dfab8b
152605;GLAUBER DE MEDEIROS BRAGA;GLAUBER BRAGA;c0761224b107e62ec4dd671d35dfab8b
152605;GLAUBER DE MEDEIROS BRAGA;GLAUBER BRAGA;c0761224b107e62ec4dd671d35dfab8b
62881;FRANCISCO DANILO BASTOS FORTE;DANILO FORTE;a611de286f6a342263c4c0b56216a888
62881;FRANCISCO DANILO BASTOS FORTE;DANILO FORTE;a611de286f6a342263c4c0b56216a888
141558;WALDIR MARANHÃO CARDOSO;WALDIR MARANHÃO;ff4eae2ce878069a130cd5ab99c1fc91
141558;WALDIR MARANHÃO CARDOSO;WALDIR MARANHÃO;ff4eae2ce878069a130cd5ab99c1fc91
141558;WALDIR MARANHÃO CARDOSO;WALDIR MARANHÃO;ff4eae2ce878069a130cd5ab99c1fc91
74043;JOSÉ WELLINGTON ROBERTO;WELLINGTON ROBERTO;783f078095f422a3baef3ba445a6780f
74043;JOSÉ WELLINGTON ROBERTO;WELLINGTON ROBERTO;783f078095f422a3baef3ba445a6780f
74043;JOSÉ WELLINGTON ROBERTO;WELLINGTON ROBERTO;783f078095f422a3baef3ba445a6780f
74043;JOSÉ WELLINGTON ROBERTO;WELLINGTON ROBERTO;783f078095f422a3baef3ba445a6780f
73458;ALEX CANZIANI SILVEIRA;ALEX CANZIANI;fc78e716ebf790d1e53bc25f898caf74
73458;ALEX CANZIANI SILVEIRA;ALEX CANZIANI;fc78e716ebf790d1e53bc25f898caf74
73458;ALEX CANZIANI SILVEIRA;ALEX CANZIANI;fc78e716ebf790d1e53bc25f898caf74
73458;ALEX CANZIANI SILVEIRA;ALEX CANZIANI;fc78e716ebf790d1e53bc25f898caf74
67138;IRACEMA MARIA PORTELLA NUNES NOGUEIRA LIMA;IRACEMA PORTELLA;58fa6c67945cdd48d47625e960698c58
67138;IRACEMA MARIA PORTELLA NUNES NOGUEIRA LIMA;IRACEMA PORTELLA;58fa6c67945cdd48d47625e960698c58
160642;FRANCISCO EURICO DA SILVA;PASTOR EURICO;6f059c556ae39135ae9e016ec2b74458
160642;FRANCISCO EURICO DA SILVA;PASTOR EURICO;6f059c556ae39135ae9e016ec2b74458
160669;GENECIAS MATEUS NORONHA;GENECIAS NORONHA;afac7447b99191d53a51822a4290398a
160669;GENECIAS MATEUS NORONHA;GENECIAS NORONHA;afac7447b99191d53a51822a4290398a
160646;FERNANDO DESTITO FRANCISCHINI;FERNANDO FRANCISCHINI;df67099abb0f296af86adf7d4674d596
160646;FERNANDO DESTITO FRANCISCHINI;FERNANDO FRANCISCHINI;df67099abb0f296af86adf7d4674d596
160601;MARCO ANTÔNIO FELICIANO;PASTOR MARCO FELICIANO;898fe6600e18afd432299b80d37ff805
160601;MARCO ANTÔNIO FELICIANO;PASTOR MARCO FELICIANO;898fe6600e18afd432299b80d37ff805
160545;ALEXANDRE LEITE DA SILVA;ALEXANDRE LEITE;5f916e54188bc05318af71a94b5f8702
160545;ALEXANDRE LEITE DA SILVA;ALEXANDRE LEITE;5f916e54188bc05318af71a94b5f8702
74378;ASSIS MIGUEL DO COUTO;ASSIS MIGUEL DO COUTO;6bfd4e4e97cc0366bdb2229655aa714e
74378;ASSIS MIGUEL DO COUTO;ASSIS MIGUEL DO COUTO;6bfd4e4e97cc0366bdb2229655aa714e
74378;ASSIS MIGUEL DO COUTO;ASSIS MIGUEL DO COUTO;6bfd4e4e97cc0366bdb2229655aa714e
74378;ASSIS MIGUEL DO COUTO;ASSIS MIGUEL DO COUTO;6bfd4e4e97cc0366bdb2229655aa714e
178980;ANTONIO GOULART DOS REIS;GOULART;ee250c18adbab5eeea5f8e7370500401
160976;FRANCISCO EVERARDO OLIVEIRA SILVA;TIRIRICA;9f1afc4935178c6ad9e7db16a4908939
160976;FRANCISCO EVERARDO OLIVEIRA SILVA;TIRIRICA;9f1afc4935178c6ad9e7db16a4908939
160518;WELITON FERNANDES PRADO;WELITON PRADO;b38d09788cd6118b4af2e0688f50ca15
160518;WELITON FERNANDES PRADO;WELITON PRADO;b38d09788cd6118b4af2e0688f50ca15
178998;TANIA RAQUEL DE QUEIROZ MUNIZ;RAQUEL MUNIZ;1e988ec5a4eb9a53b9c2ee3528ade31a
160607;JOSE LUIZ STÉDILE;JOSE STÉDILE;ab8a8fc9b6bade57b3de922c6ca7b76c
160607;JOSE LUIZ STÉDILE;JOSE STÉDILE;ab8a8fc9b6bade57b3de922c6ca7b76c
73891;DARCÍSIO PAULO PERONDI;DARCÍSIO PERONDI;1977657f91e423c1c902b97f9d2eb475
73891;DARCÍSIO PAULO PERONDI;DARCÍSIO PERONDI;1977657f91e423c1c902b97f9d2eb475
73891;DARCÍSIO PAULO PERONDI;DARCÍSIO PERONDI;1977657f91e423c1c902b97f9d2eb475
73891;DARCÍSIO PAULO PERONDI;DARCÍSIO PERONDI;1977657f91e423c1c902b97f9d2eb475
178968;ADELSON BARRETO DOS SANTOS;ADELSON BARRETO;fe89dffa250a3c5a416e387ffa9cfbde
74095;PAUDERNEY TOMAZ AVELINO;PAUDERNEY AVELINO;5055f193727d2166212763d456929b50
74095;PAUDERNEY TOMAZ AVELINO;PAUDERNEY AVELINO;5055f193727d2166212763d456929b50
74095;PAUDERNEY TOMAZ AVELINO;PAUDERNEY AVELINO;5055f193727d2166212763d456929b50
148134;VICTORIO GALLI FILHO;PROFESSOR VICTORIO GALLI;76806d1fc0f06eb5839dab8a1347f582
148134;VICTORIO GALLI FILHO;PROFESSOR VICTORIO GALLI;76806d1fc0f06eb5839dab8a1347f582
