cam:finishDate;cam:sigla;cam:startDate;org:member;org:role;slnp:resource_uri
;PP;;a5b421ff-5a68-4e15-ad0b-3bc7f467119d;6a688541-b16a-45ca-8aa9-fa700373279f;224c4499-6586-4056-9e73-b371a0659726
;PT;;a1541a32-5a58-4727-b09a-fceec641c088;6a688541-b16a-45ca-8aa9-fa700373279f;9c0780e2-082d-4c43-891b-b77637777a43
;PEN;;c847237c-fde9-4a7b-8457-a7c318948313;6a688541-b16a-45ca-8aa9-fa700373279f;e9856b33-ba1b-4985-aac6-ac5bfd65a2a6
;PP;;c847237c-fde9-4a7b-8457-a7c318948313;6a688541-b16a-45ca-8aa9-fa700373279f;e16bc119-1962-4de1-8e42-cb43e3a8e0f7
;PSDB;;fccb2032-ac27-4cb1-8baf-dfd5ac60cf86;6a688541-b16a-45ca-8aa9-fa700373279f;80c8cdbd-bd45-46fb-b1e7-682462b5f8c0
;PV;;fccb2032-ac27-4cb1-8baf-dfd5ac60cf86;6a688541-b16a-45ca-8aa9-fa700373279f;4087047c-6181-420a-9194-d6bb44496502
;PP;;e70d3ae0-6450-4586-9585-1a8a22276377;6a688541-b16a-45ca-8aa9-fa700373279f;c04cca1b-1b39-44ed-8b1d-661eb8a523ad
;PSC;;12b60beb-6603-41a2-89cb-a40110286b4c;6a688541-b16a-45ca-8aa9-fa700373279f;a7823411-72a3-4e54-bb89-aa8bb37d40ea
;PDT;;aeb6708c-3cdb-43a8-8338-c43d338df900;6a688541-b16a-45ca-8aa9-fa700373279f;0ea99bfb-7a68-40e0-a40e-d05f5639e127
;PR;;fd69ca2e-540c-4dc0-9449-fb2aaa417f0a;6a688541-b16a-45ca-8aa9-fa700373279f;c5fcddc3-aed8-4efc-8c81-cf6fde50dd86
;PRB;;54cfb1df-2ff1-495a-99ca-79386e63440a;6a688541-b16a-45ca-8aa9-fa700373279f;0e7bfeb5-a049-41cb-a8aa-bea77dac7d6a
;PP;;54cfb1df-2ff1-495a-99ca-79386e63440a;6a688541-b16a-45ca-8aa9-fa700373279f;e0f340fc-db18-4d35-90f0-063885c1c45e
;PSD;;bac4e022-cd17-4488-8042-87657f878e69;6a688541-b16a-45ca-8aa9-fa700373279f;b4d5326b-fb0e-406b-b9ee-ac65923e8c69
;PR;;bd71ff1e-6f70-4c2b-85b1-d7ac102e7100;6a688541-b16a-45ca-8aa9-fa700373279f;dd122b04-5214-4ac1-a751-cc7c7fa2facf
;S.PART.;;bd71ff1e-6f70-4c2b-85b1-d7ac102e7100;6a688541-b16a-45ca-8aa9-fa700373279f;f245991e-85bf-4344-8757-97a6edb14198
;PMDB;;bd71ff1e-6f70-4c2b-85b1-d7ac102e7100;6a688541-b16a-45ca-8aa9-fa700373279f;876061fa-e4e7-4762-a236-d2d1cc7a67d6
;PR;;bd71ff1e-6f70-4c2b-85b1-d7ac102e7100;6a688541-b16a-45ca-8aa9-fa700373279f;273406b5-914d-40cc-a52a-7c96d222baf8
;PTB;;686ab621-1839-4a6e-a69a-51978086c49f;6a688541-b16a-45ca-8aa9-fa700373279f;36353db2-54da-4435-87bf-4c85d89367e0
;PMDB;;f0faefe8-613a-457e-9f7a-80ee47f7fc05;6a688541-b16a-45ca-8aa9-fa700373279f;d926a602-bf07-4fb2-a609-307396687238
;PROS;;f0faefe8-613a-457e-9f7a-80ee47f7fc05;6a688541-b16a-45ca-8aa9-fa700373279f;426323f4-04b0-49c0-8b1c-0df5369c570d
;PR;;79af7558-25d0-49ef-94b2-650a59bfc218;6a688541-b16a-45ca-8aa9-fa700373279f;c66f24c0-1aed-4d1e-87f5-dd5c4e8dcf88
;PCdoB;;40ad512f-7442-45cc-9121-0da7fd3f33cb;6a688541-b16a-45ca-8aa9-fa700373279f;e7379da2-08f0-414d-9309-8164ca5dc4b0
;REDE;;40ad512f-7442-45cc-9121-0da7fd3f33cb;6a688541-b16a-45ca-8aa9-fa700373279f;49d512c2-daf4-40c5-aabb-e39fd32bcc6a
;PSB;;40ad512f-7442-45cc-9121-0da7fd3f33cb;6a688541-b16a-45ca-8aa9-fa700373279f;49d2cf5a-7044-4dc4-acfb-28fb9aac7cb2
;PCdoB;;1370bac3-4776-454f-a8ba-c9c205badcc9;6a688541-b16a-45ca-8aa9-fa700373279f;2701d59d-206a-43a2-89f8-2d6ab872d46f
;PSD;;2e0a6d49-4d9e-4637-a924-10b7bdf388c6;6a688541-b16a-45ca-8aa9-fa700373279f;06f9a8a1-c765-43d6-ad66-18239322a526
;PMDB;;2e0a6d49-4d9e-4637-a924-10b7bdf388c6;6a688541-b16a-45ca-8aa9-fa700373279f;0d615764-efa4-42a0-a068-804654a92744
;DEM;;7feddbf1-cd2b-427f-9092-661ded7b7b18;6a688541-b16a-45ca-8aa9-fa700373279f;9b424791-b32a-4ecb-9cf2-975f54a3f9f2
;PSDB;;238a2445-ec97-4f40-9e14-e8c7196528ca;6a688541-b16a-45ca-8aa9-fa700373279f;03a280c1-aadf-4587-bf5c-36f27d7fd03f
;PSL;;238a2445-ec97-4f40-9e14-e8c7196528ca;6a688541-b16a-45ca-8aa9-fa700373279f;d02c198e-1503-45d2-9ea3-1edc4a3df470
;PPS;;6ef8349d-bbc8-4ebf-bf86-782ad5112b41;6a688541-b16a-45ca-8aa9-fa700373279f;b20ab5d9-4153-408a-8348-71dc24fe5a72
;PTB;;5ac757ec-9bfb-4fab-9636-a988b2131ddd;6a688541-b16a-45ca-8aa9-fa700373279f;a35a17af-fa40-4c34-86a8-e2536d87589b
;PSDB;;f1e3510c-95b2-41d3-8740-e4cf60441dbb;6a688541-b16a-45ca-8aa9-fa700373279f;5b15e7a8-0f0a-4f96-b77e-50c24d29a3cc
;PTN;;f1e3510c-95b2-41d3-8740-e4cf60441dbb;6a688541-b16a-45ca-8aa9-fa700373279f;d12b136f-213f-464f-ad47-92f073b03900
;PODE;;f1e3510c-95b2-41d3-8740-e4cf60441dbb;6a688541-b16a-45ca-8aa9-fa700373279f;19af43b3-f15c-447b-bed1-0aec20b64897
;PMDB;;770e19d6-ed26-42fa-905a-d7add3e2b100;6a688541-b16a-45ca-8aa9-fa700373279f;43a7d8b7-ef34-42e8-8a95-6708a6a2eb3d
;PT;;5754846c-ffa6-4c5e-b6d9-2fa72c032b04;6a688541-b16a-45ca-8aa9-fa700373279f;18a3269d-0bc3-47b6-bdd2-a30e25767ede
;PRP;;90a1634d-3c2c-429f-a2dc-bfbffc6cd265;6a688541-b16a-45ca-8aa9-fa700373279f;f0bd5372-e4fd-43ee-928f-ee98879f45d0
;PMB;;90a1634d-3c2c-429f-a2dc-bfbffc6cd265;6a688541-b16a-45ca-8aa9-fa700373279f;9770317e-b602-4a1f-a4da-dbce282d57a5
;PR;;90a1634d-3c2c-429f-a2dc-bfbffc6cd265;6a688541-b16a-45ca-8aa9-fa700373279f;9e32d8f4-7a57-41e8-97bd-c9da1ddc93f4
;PT;;10f03ca6-7c37-492f-8b8d-2df753ddc9bf;6a688541-b16a-45ca-8aa9-fa700373279f;09b90e93-317d-486f-a5ea-3642bf071e1b
;REDE;;10f03ca6-7c37-492f-8b8d-2df753ddc9bf;6a688541-b16a-45ca-8aa9-fa700373279f;da25e275-200e-42fe-bbae-47544971fb3a
;PSB;;10f03ca6-7c37-492f-8b8d-2df753ddc9bf;6a688541-b16a-45ca-8aa9-fa700373279f;bd6c46c5-684e-4af8-8212-73f6a61e9fbf
;DEM;;8bd0c743-0854-4a10-9a97-7cf0586eda91;6a688541-b16a-45ca-8aa9-fa700373279f;ae2d71a7-8992-43fa-a748-b765e35db152
