cam:dataFim;cam:dataInicio;cam:sigla;org:member;org:post;org:postIn;org:role;slp:resource_uri
;;PTB;e2ba1aec-4455-4272-a56b-6da3a459feca;a6dc9022-7698-4b86-839c-dbe40ad724e8;7b2139c8-df61-11e7-8d64-c82a144c0a85;ebf7f8f0-1b0a-4662-9ed8-c9bb19936ec0;dd4c75c0-32a1-43dc-be7b-84484d76b933
;;PSDB;551df645-567d-4994-b633-864cc65b2697;fb1f9fa5-0c3b-4b2f-abd6-77607875cb0d;7b212e92-df61-11e7-aaf4-c82a144c0a85;ebf7f8f0-1b0a-4662-9ed8-c9bb19936ec0;a582c22f-9dfc-47ca-9e32-3ab9efeb8322
;;PROS;0fc881ad-f4a0-43b9-bc53-8587cdbce70e;e475321b-58eb-42f3-8e4d-5a5e1f3b3693;7b20e63a-df61-11e7-b49c-c82a144c0a85;ebf7f8f0-1b0a-4662-9ed8-c9bb19936ec0;d9e4daf2-f23d-4e16-8161-b78fc3240e6b
;;DEM;2fdff796-f474-47d6-93af-97f28bc47c3b;d28f4b28-958e-43da-87aa-ae152b7730cd;7b20ed7e-df61-11e7-bb65-c82a144c0a85;ebf7f8f0-1b0a-4662-9ed8-c9bb19936ec0;e1eb7de3-de39-44ec-9a8e-6c37bb971a33
;;PMDB;b0674792-ac53-41f8-b46b-c7a7161a9e89;c600d1c1-7dfb-4211-99b6-d9d6b7b41898;7b210cfa-df61-11e7-9864-c82a144c0a85;ebf7f8f0-1b0a-4662-9ed8-c9bb19936ec0;d8881bfc-ce2b-43cc-9a3d-714a5d2c2387
;;PT;d51bb37b-6e70-4037-89d5-df6c8e743a41;5401a3eb-b3a4-4c5b-a28e-aed71977ac77;7b2138a6-df61-11e7-baf1-c82a144c0a85;ebf7f8f0-1b0a-4662-9ed8-c9bb19936ec0;34705d65-973e-4512-bdf6-304269242b9d
;;PDT;58afa4e2-058d-4bc6-ba9d-d22c09e88513;3b902039-764c-482b-8428-d8ed1b7cd102;7b210070-df61-11e7-97e9-c82a144c0a85;ebf7f8f0-1b0a-4662-9ed8-c9bb19936ec0;599df6bf-50ae-4e36-9bbb-13572eaae9c8
;;PSDB;fddf7a57-ea5b-4205-9b18-130db1530bfa;03813ea3-ec36-4e85-b15b-0f7c82f51f48;7b212e92-df61-11e7-aaf4-c82a144c0a85;ebf7f8f0-1b0a-4662-9ed8-c9bb19936ec0;d731a96b-d62c-4a7e-afcc-8b9b9dc33f14
;;PPS;9f01ecc6-c701-42f0-af53-77a81ee1cc2d;49b583ee-af26-4357-b9c0-7e2211e49c8c;7b21193e-df61-11e7-8869-c82a144c0a85;ebf7f8f0-1b0a-4662-9ed8-c9bb19936ec0;48644cfd-cc23-4450-9b45-a6f631b11c08
;;PSD;d97354c8-b508-4cab-9c5d-aa0bdec85744;8f48387c-f1ab-43ec-b2af-d6943390d450;7b212d98-df61-11e7-95f7-c82a144c0a85;ebf7f8f0-1b0a-4662-9ed8-c9bb19936ec0;752896a4-397f-441c-86d0-d20756ae143a
;;PP;4cf36356-ca28-46f7-bf70-1c64b1e15874;34424478-dfb8-44f7-bf0a-8cad0bb4bd0b;7b21152e-df61-11e7-bdcf-c82a144c0a85;ebf7f8f0-1b0a-4662-9ed8-c9bb19936ec0;cfc52815-1898-4c4e-b6a9-77aba3e82fb5
;;PTB;f6e926ee-70a6-40c1-b42b-1d97e4b4c391;de0b9b45-8d1b-4277-af84-83be5cd44d75;7b2139c8-df61-11e7-8d64-c82a144c0a85;ebf7f8f0-1b0a-4662-9ed8-c9bb19936ec0;de0d2314-0178-440b-aab9-a86805e50610
;;PMB;f6e926ee-70a6-40c1-b42b-1d97e4b4c391;591591b0-7f82-48bd-bafe-6cd339cb2ff7;7b213f54-df61-11e7-9eec-c82a144c0a85;ebf7f8f0-1b0a-4662-9ed8-c9bb19936ec0;a4f56e0c-b41f-4560-905b-fa0e6ba4c3f9
;;PTN;f6e926ee-70a6-40c1-b42b-1d97e4b4c391;5211e5ef-dd17-432e-a9a7-3cc8277b0b29;7b214546-df61-11e7-b9be-c82a144c0a85;ebf7f8f0-1b0a-4662-9ed8-c9bb19936ec0;30db75ee-5771-46ba-ac5d-9f282cc12a91
;;PODE;f6e926ee-70a6-40c1-b42b-1d97e4b4c391;b400a3ed-1f45-4c27-ae4d-922ee58ab311;7b214350-df61-11e7-b1a0-c82a144c0a85;ebf7f8f0-1b0a-4662-9ed8-c9bb19936ec0;a7d50ef2-f7e9-47ac-8692-d65a8c059a90
;;PSD;28032254-47ed-47c8-a8e3-f6fd94d0e909;fc7d5f1b-5680-4d8d-9827-f530d4f6d38a;7b212d98-df61-11e7-95f7-c82a144c0a85;ebf7f8f0-1b0a-4662-9ed8-c9bb19936ec0;bbad404e-04ef-4719-9f5c-e6c28c314c80
;;PP;28032254-47ed-47c8-a8e3-f6fd94d0e909;33773ca0-6e83-4d4b-8357-4c78119b02d2;7b21152e-df61-11e7-bdcf-c82a144c0a85;ebf7f8f0-1b0a-4662-9ed8-c9bb19936ec0;abc7233a-f509-4760-aaef-64d99adba419
;;PV;4f718242-2146-4945-9965-55e67fa893a4;d5c6291e-0ca3-4e78-98d6-d86a0bc8ff91;7b2148e6-df61-11e7-b174-c82a144c0a85;ebf7f8f0-1b0a-4662-9ed8-c9bb19936ec0;f3637f70-3d52-4b07-9289-2cf381346bd6
;;PODE;4f718242-2146-4945-9965-55e67fa893a4;e9768f92-e817-4da9-81b9-5cb0b6142a2c;7b214350-df61-11e7-b1a0-c82a144c0a85;ebf7f8f0-1b0a-4662-9ed8-c9bb19936ec0;73273a8b-5465-4fd6-a03c-782220b54fb5
;;PP;cc43f088-caee-48e9-8d58-8e933bb1b93d;85111449-2375-4ebb-8404-b74dec07a8c3;7b21152e-df61-11e7-bdcf-c82a144c0a85;ebf7f8f0-1b0a-4662-9ed8-c9bb19936ec0;520d0363-2d77-4e8e-9ed0-83bd832f81ec
;;PP;0e4c946b-bd04-4af2-88aa-9b68cef43afa;9acf930e-230e-417a-a9b4-d4cf9ff8854e;7b21152e-df61-11e7-bdcf-c82a144c0a85;ebf7f8f0-1b0a-4662-9ed8-c9bb19936ec0;6594ab8b-c897-46fb-a689-8e9dcb0e714b
;;PSDB;2eca34af-77e8-4987-a3d9-ea316fc99373;953dc46b-9bc8-40ca-bdef-8a41dcc2d547;7b212e92-df61-11e7-aaf4-c82a144c0a85;ebf7f8f0-1b0a-4662-9ed8-c9bb19936ec0;205551af-20ad-4c7c-8b56-912be4d9d345
;;PRB;2c151bec-dbb9-43eb-af0d-c77bf53cca9e;c1d286cd-7eba-4d0f-bd1d-fe82e0ea7f43;7b211b34-df61-11e7-b235-c82a144c0a85;ebf7f8f0-1b0a-4662-9ed8-c9bb19936ec0;f9e4dab6-7a2b-4832-86ff-593714c327e3
;;PT;1d7fb67f-e08e-433c-a02a-ad8ddfca8c18;4fc4316e-e23d-4593-8c45-c41000a3f7d5;7b2138a6-df61-11e7-baf1-c82a144c0a85;ebf7f8f0-1b0a-4662-9ed8-c9bb19936ec0;a9dead6e-c386-4ff9-a2eb-e8ed5f5fd5b9
;;PP;184ae212-7bac-42a4-a475-0287bb819721;5a1992e5-623c-4c60-90b8-08e6c64aaa38;7b21152e-df61-11e7-bdcf-c82a144c0a85;ebf7f8f0-1b0a-4662-9ed8-c9bb19936ec0;c53bbaa6-8825-483f-b3fc-da18f8038f38
;;PSD;a689115b-e230-41af-9201-7886dfd2b7ad;6d93721a-7f37-4dc1-9af5-fbe1f4a4e6bf;7b212d98-df61-11e7-95f7-c82a144c0a85;ebf7f8f0-1b0a-4662-9ed8-c9bb19936ec0;753f56d9-a94f-4331-bf70-f71ca640d582
;;PR;205a5ebd-3cdc-4ec3-92da-154425665f63;6b5bf3e5-cd18-4a43-95ad-346b7ebe74d2;7b211a38-df61-11e7-b1b8-c82a144c0a85;ebf7f8f0-1b0a-4662-9ed8-c9bb19936ec0;c1fc36d6-746c-410c-aae2-c36f45e14090
;;PP;44944507-d6f1-4154-818e-7d089f4cb3aa;f047ccf9-6e95-48da-a3a7-89736ec2851f;7b21152e-df61-11e7-bdcf-c82a144c0a85;ebf7f8f0-1b0a-4662-9ed8-c9bb19936ec0;a08acfa3-5956-454d-a89e-25db29cb173c
;;PTN;0a763ce3-a14e-4b5e-9205-34635b9dedab;a3d73516-4855-47be-9a0b-dccbd9fe39e1;7b214546-df61-11e7-b9be-c82a144c0a85;ebf7f8f0-1b0a-4662-9ed8-c9bb19936ec0;724e135f-2077-448d-bd8b-6a2ef84bfd51
;;PODE;0a763ce3-a14e-4b5e-9205-34635b9dedab;dc1f3be7-3fa6-406d-8e30-277e89b3f61f;7b214350-df61-11e7-b1a0-c82a144c0a85;ebf7f8f0-1b0a-4662-9ed8-c9bb19936ec0;0a319fff-e206-4482-ab33-a07cd4bfff08
;;PT;872fb2e3-33db-470a-b3ba-c8ed360b0f0a;98606c90-5b79-4534-89b1-373fd79afb7a;7b2138a6-df61-11e7-baf1-c82a144c0a85;ebf7f8f0-1b0a-4662-9ed8-c9bb19936ec0;ba76e1eb-58e8-4f8e-bee6-e93c51da0cf6
;;PPS;13a5b77c-2c3d-4044-9c80-1f91350f847a;f8e10f62-87a4-4555-86ce-1b0468b9a48f;7b21193e-df61-11e7-8869-c82a144c0a85;ebf7f8f0-1b0a-4662-9ed8-c9bb19936ec0;21752efa-58db-4f0a-800a-0db18d2c0935
;;PRB;a2b88193-0107-4795-9a8f-0fb80c42d4e0;fafe7ce5-c0f4-4195-87f4-4d2eaf28c5d0;7b211b34-df61-11e7-b235-c82a144c0a85;ebf7f8f0-1b0a-4662-9ed8-c9bb19936ec0;a2801a17-e2d6-4188-a288-21769ed21c3c
;;PSDB;383d2e0d-4709-4938-9f02-f5152ef0559c;ca31b4be-80d1-47ba-ab22-7f82aa4c4546;7b212e92-df61-11e7-aaf4-c82a144c0a85;ebf7f8f0-1b0a-4662-9ed8-c9bb19936ec0;9268809d-a99e-4e0e-8a15-2e9c8ebbe764
;;PROS;e1ef7927-e90a-4df0-80ed-c7edde99b3f2;4b898d96-81d3-4a28-9bbd-ff38240f2020;7b20e63a-df61-11e7-b49c-c82a144c0a85;ebf7f8f0-1b0a-4662-9ed8-c9bb19936ec0;1efc949a-2f74-42eb-972f-a655cf672f79
;;S.PART.;e1ef7927-e90a-4df0-80ed-c7edde99b3f2;567285de-a29b-4ba4-aad0-4f8113ee5aec;7b214aa8-df61-11e7-a515-c82a144c0a85;ebf7f8f0-1b0a-4662-9ed8-c9bb19936ec0;7fdd440f-a95b-4d2f-acbd-8cfdd6222780
;;PSB;e1ef7927-e90a-4df0-80ed-c7edde99b3f2;1bf24621-02fa-40ac-b729-5eb0fa1288c4;7b212b86-df61-11e7-9f98-c82a144c0a85;ebf7f8f0-1b0a-4662-9ed8-c9bb19936ec0;0d1c367a-b380-4157-bb3f-0142b727aed0
;;DEM;026c0d58-0886-4496-bf43-bc77662aae50;c52b319b-648e-4582-a44c-52888d1ce411;7b20ed7e-df61-11e7-bb65-c82a144c0a85;ebf7f8f0-1b0a-4662-9ed8-c9bb19936ec0;ef3fa5b9-5361-4a10-a6cd-a91df972ed2d
;;PSC;6acae476-1cd6-4991-a56a-b000cdf0ac8a;541536f7-9f7e-4666-97d0-393131b6b49e;7b212c9e-df61-11e7-a12b-c82a144c0a85;ebf7f8f0-1b0a-4662-9ed8-c9bb19936ec0;c2033690-9508-4254-b865-bd958e775956
;;PSD;6acae476-1cd6-4991-a56a-b000cdf0ac8a;7b186070-0aa3-4d41-a436-13e304b80e3c;7b212d98-df61-11e7-95f7-c82a144c0a85;ebf7f8f0-1b0a-4662-9ed8-c9bb19936ec0;42257326-f5e3-42da-ba1d-294d4f5b7b1a
;;PSC;3b71f5eb-cd8e-4ba3-8097-c2b82bf54f76;36a42cd9-106d-4776-954d-37727ce58d2f;7b212c9e-df61-11e7-a12b-c82a144c0a85;ebf7f8f0-1b0a-4662-9ed8-c9bb19936ec0;0460c138-26b2-48ed-b775-18a884077b89
;;PSD;3b71f5eb-cd8e-4ba3-8097-c2b82bf54f76;f54afabd-e5eb-4057-82ea-58e5246bba6e;7b212d98-df61-11e7-95f7-c82a144c0a85;ebf7f8f0-1b0a-4662-9ed8-c9bb19936ec0;73900f7f-2212-46ff-aac0-fee82f5b78c3
;;PV;10678721-e6be-449f-a8ec-78eafee31515;0a7f04b2-9040-4c5f-983b-e1ddc1b9b47b;7b2148e6-df61-11e7-b174-c82a144c0a85;ebf7f8f0-1b0a-4662-9ed8-c9bb19936ec0;7338a100-5dc7-4082-ac3e-31310e23fb34
;;PPS;ec02291d-aa1c-497a-b718-773bdbdd6ad1;7a6379e6-f942-42c0-9e09-cf4d68598eb5;7b21193e-df61-11e7-8869-c82a144c0a85;ebf7f8f0-1b0a-4662-9ed8-c9bb19936ec0;b3fe630a-cf1c-4fab-886c-2de0ac2369a1
;;PSDB;ee0b2058-6957-444b-b07d-17c329320692;1a616ca8-994f-40e6-9443-620900a3932b;7b212e92-df61-11e7-aaf4-c82a144c0a85;ebf7f8f0-1b0a-4662-9ed8-c9bb19936ec0;f24d7771-6fa9-4d3a-89ea-e6744531bd02
;;PT;149d5d03-3d3f-42c2-8c4c-7262f55f57d3;88371d9f-5958-445b-8f84-6b5656c2b58b;7b2138a6-df61-11e7-baf1-c82a144c0a85;ebf7f8f0-1b0a-4662-9ed8-c9bb19936ec0;ed1b0c4c-373e-4582-8be6-a4c9e8c6dbd9
;;PCdoB;149d5d03-3d3f-42c2-8c4c-7262f55f57d3;3c917d81-3b4a-40fe-b30d-7b89fb1ddd04;7b20f90c-df61-11e7-a941-c82a144c0a85;ebf7f8f0-1b0a-4662-9ed8-c9bb19936ec0;0324e3f0-2b6b-49a9-b3bd-700f7561f4f7
;;PMDB;0613f7ca-8cdf-4dec-8824-821f085c4001;83b03c3e-a2e2-4ae5-a65f-cce40da6080e;7b210cfa-df61-11e7-9864-c82a144c0a85;ebf7f8f0-1b0a-4662-9ed8-c9bb19936ec0;f2de45ea-e3fd-44f7-b240-bd13e9eac8ef
;;PSC;7897a8a5-b64e-4fcb-8b81-d8c6a6928d29;81435e72-887c-48d7-b3a9-a0e162c7cfff;7b212c9e-df61-11e7-a12b-c82a144c0a85;ebf7f8f0-1b0a-4662-9ed8-c9bb19936ec0;9d942151-653c-4d86-a601-2bece9bd3d25
;;PSL;7897a8a5-b64e-4fcb-8b81-d8c6a6928d29;1b2e8858-4dce-40a4-a8a7-9b36c18f81f3;7b213086-df61-11e7-aa5b-c82a144c0a85;ebf7f8f0-1b0a-4662-9ed8-c9bb19936ec0;9a4aabd9-e795-410b-bc08-1f0c24da54f5
;;PT;bfb77168-d97e-4973-8ef6-4f36e52c564e;d11df01f-166b-4724-851a-4b85cfd3c14f;7b2138a6-df61-11e7-baf1-c82a144c0a85;ebf7f8f0-1b0a-4662-9ed8-c9bb19936ec0;730800c9-2297-4050-832a-28449c9b00cf
;;PSDB;26c05b28-d38e-49d5-b8db-e85a8202fe12;c7c09f39-4947-48f0-ac6a-642cda821d24;7b212e92-df61-11e7-aaf4-c82a144c0a85;ebf7f8f0-1b0a-4662-9ed8-c9bb19936ec0;f75ce411-b5e4-4b3a-8c7d-6a35bc3c4e34
;;PT;a21f02f6-d95f-472d-a313-32a6e5de82ce;dc8101e0-c705-43ef-9514-f104ae35ffe7;7b2138a6-df61-11e7-baf1-c82a144c0a85;ebf7f8f0-1b0a-4662-9ed8-c9bb19936ec0;9f2ee50e-a5e6-4673-a7cb-9cf6171accc4
;;PMDB;ff9114bd-2753-4a2c-ab7e-c68ca05b13a8;dd37497e-a8e1-42bc-b934-16289dac5ce4;7b210cfa-df61-11e7-9864-c82a144c0a85;ebf7f8f0-1b0a-4662-9ed8-c9bb19936ec0;5da78946-b517-4a4d-b82d-5acbf64423b9
;;PTB;bf613c9f-c727-48cc-a654-e73c4b211243;83870920-45df-4db7-95b7-91ee31376a64;7b2139c8-df61-11e7-8d64-c82a144c0a85;ebf7f8f0-1b0a-4662-9ed8-c9bb19936ec0;4003d5f3-679e-4eba-a75f-fe3f5d0c9f03
;;SD;ea611754-0164-46d8-94a3-9cfd07bae4b1;f85e2739-6d22-4aae-aeb8-7d2dde1a5ee2;7b20e8d8-df61-11e7-8928-c82a144c0a85;ebf7f8f0-1b0a-4662-9ed8-c9bb19936ec0;2bed3f22-e840-4dc4-a0d5-727563adadba
;;PT;923a63e8-0a08-4f32-8a54-5b7cb6c083ea;a35a6993-4973-4097-9cc6-31ac2b93121d;7b2138a6-df61-11e7-baf1-c82a144c0a85;ebf7f8f0-1b0a-4662-9ed8-c9bb19936ec0;8d268d83-7b9a-44e6-8025-06eb4477ed01
;;PP;d99451ad-aed9-4e5b-9cab-56bee07df1ef;59ddd0cd-93e5-4adf-b33f-6f2087d992c4;7b21152e-df61-11e7-bdcf-c82a144c0a85;ebf7f8f0-1b0a-4662-9ed8-c9bb19936ec0;21fbc11a-3bdd-4b98-bc42-e109d937c741
;;PSD;c690b41a-09fa-4042-af79-5f1b05bfe4d2;ed421264-d8d2-4cdc-a5b2-60aace0f490a;7b212d98-df61-11e7-95f7-c82a144c0a85;ebf7f8f0-1b0a-4662-9ed8-c9bb19936ec0;9c5604bb-c6a1-4695-980b-0a477853483f
;;PMDB;a5b2fe5f-95c5-4022-9e28-36604560bfde;a90890d3-fad7-4cf4-a22a-e82c9cb6feb3;7b210cfa-df61-11e7-9864-c82a144c0a85;ebf7f8f0-1b0a-4662-9ed8-c9bb19936ec0;68ce9f15-1115-4b8f-b873-7f070a1a2d56
;;PSB;a7f95e4e-c79a-4b9b-a01f-b2afc8ecd7e2;1d826893-32e7-4cc1-aa20-6b64ce42a24a;7b212b86-df61-11e7-9f98-c82a144c0a85;ebf7f8f0-1b0a-4662-9ed8-c9bb19936ec0;2892ecc2-7c5a-4896-9d42-b18caff325ef
;;DEM;365753a5-fcae-4c4e-a8da-d8e62334e9a1;6b578374-7323-4f52-ab0f-8145f58a6d5b;7b20ed7e-df61-11e7-bb65-c82a144c0a85;ebf7f8f0-1b0a-4662-9ed8-c9bb19936ec0;68b395d8-a6d5-437b-b143-3cbb0b596e5f
;;PSC;a7f7ff16-0696-41ec-80d4-29a1a78d0035;929bf2a8-873f-4c27-93af-80b84b79158b;7b212c9e-df61-11e7-a12b-c82a144c0a85;ebf7f8f0-1b0a-4662-9ed8-c9bb19936ec0;35d32a79-6a89-4d95-b666-75c1deceef7b
;;PSDB;a7f7ff16-0696-41ec-80d4-29a1a78d0035;c896de27-4e7a-40d5-bdd5-b6c2f2c2b683;7b212e92-df61-11e7-aaf4-c82a144c0a85;ebf7f8f0-1b0a-4662-9ed8-c9bb19936ec0;9e6eeb5d-39b7-4369-9229-cc935c70124d
;;PR;eb22cf8c-fc73-4bbe-926d-86422257237f;15c9734f-081c-45f4-897b-52963f0fae83;7b211a38-df61-11e7-b1b8-c82a144c0a85;ebf7f8f0-1b0a-4662-9ed8-c9bb19936ec0;4825083a-09af-4de0-bae2-f11d30280012
;;PR;fb8c572a-1daf-41e0-b4c9-4312103f50e5;91011677-f271-437e-b177-a6458fcfb5b2;7b211a38-df61-11e7-b1b8-c82a144c0a85;ebf7f8f0-1b0a-4662-9ed8-c9bb19936ec0;0833d3e3-4420-4d20-8d70-fc4c8d8836b7
;;PSDB;27b69206-6e13-4da5-8930-2de2eeefb498;4b1f549b-c0d5-401d-a250-e0e0136797ce;7b212e92-df61-11e7-aaf4-c82a144c0a85;ebf7f8f0-1b0a-4662-9ed8-c9bb19936ec0;c0ef5fba-a06d-486f-8e24-82cc79b1bd59
;;DEM;c34c4e66-a33a-4952-af54-f0808649d76f;ab08ea69-69cb-4438-b7df-4cfd5aa78987;7b20ed7e-df61-11e7-bb65-c82a144c0a85;ebf7f8f0-1b0a-4662-9ed8-c9bb19936ec0;18ccbfdf-0dd6-4d6c-904d-57762e7ca1a6
;;PT;be8c0ddb-81c5-40de-a181-8b154c9fa5f7;cec6a94f-939b-4cac-a495-629da134a421;7b2138a6-df61-11e7-baf1-c82a144c0a85;ebf7f8f0-1b0a-4662-9ed8-c9bb19936ec0;09b48b18-7839-4e67-ad0a-a7d623474e11
;;PT;bf8be4ee-95b0-48aa-80bd-22b3a837c0b3;16d0775d-bee7-40c2-a53b-eff451a30ddd;7b2138a6-df61-11e7-baf1-c82a144c0a85;ebf7f8f0-1b0a-4662-9ed8-c9bb19936ec0;bdf55b9e-fbdd-48a3-a54f-b9d04e59e242
;;PTB;aeed4aee-120e-4354-8cd0-9ea9ce42048d;8d02600d-90a8-4726-8f3f-877737470826;7b2139c8-df61-11e7-8d64-c82a144c0a85;ebf7f8f0-1b0a-4662-9ed8-c9bb19936ec0;b1efaef2-0ec9-404b-accb-df52dad9bd1d
;;PSB;afe48029-1b47-49e8-86e6-8156c60756a1;3984a5e6-1f2b-4e7a-9375-31d8b5505bf7;7b212b86-df61-11e7-9f98-c82a144c0a85;ebf7f8f0-1b0a-4662-9ed8-c9bb19936ec0;a3c5ceab-8ddb-4a00-a885-352d009639e8
;;PHS;afe48029-1b47-49e8-86e6-8156c60756a1;cefacf69-503c-4c2e-ab1b-24df1a4a06c8;7b2107c8-df61-11e7-a617-c82a144c0a85;ebf7f8f0-1b0a-4662-9ed8-c9bb19936ec0;65ecf873-6213-40ea-9090-61babeaeee38
;;DEM;6d6dc9a0-50f0-4c67-84ce-5f41140e2905;67947fbf-4958-4e5c-94ca-3c3588b55595;7b20ed7e-df61-11e7-bb65-c82a144c0a85;ebf7f8f0-1b0a-4662-9ed8-c9bb19936ec0;1420ea78-e379-49b8-b146-cd54d1f80dfe
;;PMB;6d6dc9a0-50f0-4c67-84ce-5f41140e2905;9e6592fb-baa1-4621-b071-17d2c80e8402;7b213f54-df61-11e7-9eec-c82a144c0a85;ebf7f8f0-1b0a-4662-9ed8-c9bb19936ec0;3200a62c-c7bc-4e81-80f0-9b821c191b4c
;;PRB;6d6dc9a0-50f0-4c67-84ce-5f41140e2905;19c06f19-b967-4b53-89f7-ace7229f5e86;7b211b34-df61-11e7-b235-c82a144c0a85;ebf7f8f0-1b0a-4662-9ed8-c9bb19936ec0;0a4bf6d1-5655-4c38-b865-43e91c85efe4
;;DEM;c1ca0bde-3968-4258-a755-97c48435d497;64052f1c-4371-4a6a-af5b-f7f1137873fd;7b20ed7e-df61-11e7-bb65-c82a144c0a85;ebf7f8f0-1b0a-4662-9ed8-c9bb19936ec0;cc6ab0db-9e43-4091-93c6-50ee7af5f28b
;;PT;9858d495-f037-466e-ac5d-70286a6a6e03;361bb709-5abb-4710-bedf-4380a70d8a16;7b2138a6-df61-11e7-baf1-c82a144c0a85;ebf7f8f0-1b0a-4662-9ed8-c9bb19936ec0;ada25086-cda1-4694-acb3-c27e81375dc3
;;PT;e90bbb90-d994-4cdb-9ff2-88a207256d40;775a5ee8-217f-440c-babd-0c2b7d45c8ee;7b2138a6-df61-11e7-baf1-c82a144c0a85;ebf7f8f0-1b0a-4662-9ed8-c9bb19936ec0;1db30980-6425-4aab-a4c7-5cd9d9b84189
;;PCdoB;d04ed77f-75db-48a7-a13b-53a09a0273f6;eb0f034d-dcb8-4f52-8125-38709164832f;7b20f90c-df61-11e7-a941-c82a144c0a85;ebf7f8f0-1b0a-4662-9ed8-c9bb19936ec0;c76ab437-68da-42a4-adf1-d0ff5eb1f0f6
;;PT;6d2250a2-1470-4e98-aac1-00c0e57214ae;b1ff0310-a65a-44e9-ae8c-a6c23c3e7e12;7b2138a6-df61-11e7-baf1-c82a144c0a85;ebf7f8f0-1b0a-4662-9ed8-c9bb19936ec0;96d49994-143c-4618-811c-89930c729210
;;PROS;6d2250a2-1470-4e98-aac1-00c0e57214ae;8e0addaa-ffae-451e-8ff9-c8a443f9df5b;7b20e63a-df61-11e7-b49c-c82a144c0a85;ebf7f8f0-1b0a-4662-9ed8-c9bb19936ec0;3d56f146-8558-4a06-a57f-058b638951a2
;;PSB;6d2250a2-1470-4e98-aac1-00c0e57214ae;aecc4256-52f0-4992-8af0-fe6d40d123a5;7b212b86-df61-11e7-9f98-c82a144c0a85;ebf7f8f0-1b0a-4662-9ed8-c9bb19936ec0;cac7da39-82c0-4ad3-94e6-6ac03af35c3d
;;DEM;5af75f2b-17ff-440e-8d23-c96429ee526c;b4f4e61b-abd9-4a22-9a66-0fee21d31c32;7b20ed7e-df61-11e7-bb65-c82a144c0a85;ebf7f8f0-1b0a-4662-9ed8-c9bb19936ec0;b182e315-a6f8-4d10-88eb-b081b8bfee0e
;;PT;9745b26f-e273-416f-9cb8-b32099237f3c;1b2fde7b-0e4d-456c-ad52-7aa81f2a4590;7b2138a6-df61-11e7-baf1-c82a144c0a85;ebf7f8f0-1b0a-4662-9ed8-c9bb19936ec0;9b213294-90a7-489e-ac5b-a8accb108a1f
;;PMDB;47b7b328-af0e-4400-affe-f346881f7277;118ad106-bbe0-4df1-a03b-f876f1a97f66;7b210cfa-df61-11e7-9864-c82a144c0a85;ebf7f8f0-1b0a-4662-9ed8-c9bb19936ec0;daf4e1c7-c5ec-44bb-b515-d563ab2a84ab
;;PP;72442655-736d-4c7d-90d7-ddb9169be20d;06b9e7a4-0bf5-4d5a-bc4e-4f9852ed1ef0;7b21152e-df61-11e7-bdcf-c82a144c0a85;ebf7f8f0-1b0a-4662-9ed8-c9bb19936ec0;7da3e0da-5613-4e8f-9974-5421b8dfcfd8
;;PRP;6ce50919-8966-4c7e-b8e4-83e8aa17e20a;d67ec112-72ef-482b-814b-7338c50dacd2;7b212468-df61-11e7-a5fd-c82a144c0a85;ebf7f8f0-1b0a-4662-9ed8-c9bb19936ec0;73876bda-8b49-4cf5-9861-2c4e35ddd1fa
;;PTB;197c61ca-d910-419e-af2a-26bd7d62a70c;73d9abb0-7937-4801-82a4-30e3f0b826f4;7b2139c8-df61-11e7-8d64-c82a144c0a85;ebf7f8f0-1b0a-4662-9ed8-c9bb19936ec0;9d451379-ec70-4fb7-9665-791c3742fc20
;;PSDB;6d9bfd70-bab0-45db-9f29-9e3f55ca9330;72804a7e-e4d6-4013-9474-ad3922e117c8;7b212e92-df61-11e7-aaf4-c82a144c0a85;ebf7f8f0-1b0a-4662-9ed8-c9bb19936ec0;971d3192-9743-4337-9095-1838a5ef418e
;;PT;b3d82f7b-46cf-4487-8eef-72a77470ccb6;8f2b2631-5f81-4e95-9eca-92dea4cb7887;7b2138a6-df61-11e7-baf1-c82a144c0a85;ebf7f8f0-1b0a-4662-9ed8-c9bb19936ec0;fd46d21d-88d3-4ce9-b2b7-8816bd6fb2b2
;;PSC;69255beb-35bf-40ee-85e8-f94e3648dd10;c7ff351b-b016-46c0-92bd-68fa220c23e0;7b212c9e-df61-11e7-a12b-c82a144c0a85;ebf7f8f0-1b0a-4662-9ed8-c9bb19936ec0;a4578b09-f8d9-4bbd-bb37-ca602a3e0d93
;;PSDB;69255beb-35bf-40ee-85e8-f94e3648dd10;1379ca77-ff6b-4db8-b512-53f5ff680450;7b212e92-df61-11e7-aaf4-c82a144c0a85;ebf7f8f0-1b0a-4662-9ed8-c9bb19936ec0;39858d82-0d22-41c7-afa4-8468dc2e3ded
;;PT;180b660a-b855-48f5-bda7-8cc27cd4f91f;916d3907-62d7-4043-a640-885e9ebace7e;7b2138a6-df61-11e7-baf1-c82a144c0a85;ebf7f8f0-1b0a-4662-9ed8-c9bb19936ec0;6ff0dce1-a5b6-414e-bee8-3b694d44c4ab
;;PP;3992799b-7af3-43b1-8674-1a798e403050;c9a37083-12e4-4fe7-a275-42f244f22227;7b21152e-df61-11e7-bdcf-c82a144c0a85;ebf7f8f0-1b0a-4662-9ed8-c9bb19936ec0;f6ff6b65-3ca8-4577-90d3-d49efd21bdd3
