cam:finishDate;cam:sigla;cam:startDate;org:member;org:role;org:role;slnp:resource_uri;org:postIn
;PSDB;;2eca34af-77e8-4987-a3d9-ea316fc99373;6a688541-b16a-45ca-8aa9-fa700373279f;205551af-20ad-4c7c-8b56-912be4d9d345;050cd35b-c98c-473e-86d9-c40ff11c7698;7b212e92-df61-11e7-aaf4-c82a144c0a85
;PRB;;2c151bec-dbb9-43eb-af0d-c77bf53cca9e;6a688541-b16a-45ca-8aa9-fa700373279f;f9e4dab6-7a2b-4832-86ff-593714c327e3;e75ed7c5-8724-47f3-a3b8-f112d794bec5;7b211b34-df61-11e7-b235-c82a144c0a85
;PT;;1d7fb67f-e08e-433c-a02a-ad8ddfca8c18;6a688541-b16a-45ca-8aa9-fa700373279f;a9dead6e-c386-4ff9-a2eb-e8ed5f5fd5b9;ca5911b9-80d5-49c6-af4f-8a580cf27bcd;7b2138a6-df61-11e7-baf1-c82a144c0a85
;PP;;184ae212-7bac-42a4-a475-0287bb819721;6a688541-b16a-45ca-8aa9-fa700373279f;c53bbaa6-8825-483f-b3fc-da18f8038f38;21f68ac3-2790-4fe0-a083-2e8a8124ca63;7b21152e-df61-11e7-bdcf-c82a144c0a85
;PSD;;a689115b-e230-41af-9201-7886dfd2b7ad;6a688541-b16a-45ca-8aa9-fa700373279f;753f56d9-a94f-4331-bf70-f71ca640d582;1b6f1869-012c-47d4-86e6-f4b0a0e03cfb;7b212d98-df61-11e7-95f7-c82a144c0a85
;PR;;205a5ebd-3cdc-4ec3-92da-154425665f63;6a688541-b16a-45ca-8aa9-fa700373279f;c1fc36d6-746c-410c-aae2-c36f45e14090;33f86824-4ed2-4db8-8dd5-6be51517f833;7b211a38-df61-11e7-b1b8-c82a144c0a85
;PP;;44944507-d6f1-4154-818e-7d089f4cb3aa;6a688541-b16a-45ca-8aa9-fa700373279f;a08acfa3-5956-454d-a89e-25db29cb173c;0dd5d39d-5aef-4e04-9544-7b1668a3219c;7b21152e-df61-11e7-bdcf-c82a144c0a85
;PTN;;0a763ce3-a14e-4b5e-9205-34635b9dedab;6a688541-b16a-45ca-8aa9-fa700373279f;724e135f-2077-448d-bd8b-6a2ef84bfd51;4c67258d-742b-4717-9fef-0aed57c6c166;7b214546-df61-11e7-b9be-c82a144c0a85
;PODE;;0a763ce3-a14e-4b5e-9205-34635b9dedab;6a688541-b16a-45ca-8aa9-fa700373279f;0a319fff-e206-4482-ab33-a07cd4bfff08;436c67cd-5978-4938-b2f7-830d6162e28b;7b214350-df61-11e7-b1a0-c82a144c0a85
;PT;;872fb2e3-33db-470a-b3ba-c8ed360b0f0a;6a688541-b16a-45ca-8aa9-fa700373279f;ba76e1eb-58e8-4f8e-bee6-e93c51da0cf6;0524927d-2faf-4d42-a129-83246b92683e;7b2138a6-df61-11e7-baf1-c82a144c0a85
;PPS;;13a5b77c-2c3d-4044-9c80-1f91350f847a;6a688541-b16a-45ca-8aa9-fa700373279f;21752efa-58db-4f0a-800a-0db18d2c0935;e9579452-d4c0-4960-ac5b-b185c44808b7;7b21193e-df61-11e7-8869-c82a144c0a85
;PRB;;a2b88193-0107-4795-9a8f-0fb80c42d4e0;6a688541-b16a-45ca-8aa9-fa700373279f;a2801a17-e2d6-4188-a288-21769ed21c3c;d1ff201e-c39f-4904-a559-21195fc20651;7b211b34-df61-11e7-b235-c82a144c0a85
;PSDB;;383d2e0d-4709-4938-9f02-f5152ef0559c;6a688541-b16a-45ca-8aa9-fa700373279f;9268809d-a99e-4e0e-8a15-2e9c8ebbe764;b73b1a17-d652-42b4-ac61-eb4da341192d;7b212e92-df61-11e7-aaf4-c82a144c0a85
;PROS;;e1ef7927-e90a-4df0-80ed-c7edde99b3f2;6a688541-b16a-45ca-8aa9-fa700373279f;1efc949a-2f74-42eb-972f-a655cf672f79;e3fcbc9a-fd5e-4312-8254-1a2f5546fb32;7b20e63a-df61-11e7-b49c-c82a144c0a85
;S.PART.;;e1ef7927-e90a-4df0-80ed-c7edde99b3f2;6a688541-b16a-45ca-8aa9-fa700373279f;7fdd440f-a95b-4d2f-acbd-8cfdd6222780;0620a266-08f9-4ee5-b2ca-fed0412bd32a;7b214aa8-df61-11e7-a515-c82a144c0a85
;PSB;;e1ef7927-e90a-4df0-80ed-c7edde99b3f2;6a688541-b16a-45ca-8aa9-fa700373279f;0d1c367a-b380-4157-bb3f-0142b727aed0;71003678-26e8-4f57-911c-789ea0971724;7b212b86-df61-11e7-9f98-c82a144c0a85
;DEM;;026c0d58-0886-4496-bf43-bc77662aae50;6a688541-b16a-45ca-8aa9-fa700373279f;ef3fa5b9-5361-4a10-a6cd-a91df972ed2d;ac33424a-a09f-4292-bd09-af8ee142dbac;7b20ed7e-df61-11e7-bb65-c82a144c0a85
;PSC;;6acae476-1cd6-4991-a56a-b000cdf0ac8a;6a688541-b16a-45ca-8aa9-fa700373279f;c2033690-9508-4254-b865-bd958e775956;b77e6ede-9e62-455c-bcd9-b394bc4b6862;7b212c9e-df61-11e7-a12b-c82a144c0a85
;PSD;;6acae476-1cd6-4991-a56a-b000cdf0ac8a;6a688541-b16a-45ca-8aa9-fa700373279f;42257326-f5e3-42da-ba1d-294d4f5b7b1a;f4c95991-4695-40a2-a7ce-1765b2894f00;7b212d98-df61-11e7-95f7-c82a144c0a85
;PSC;;3b71f5eb-cd8e-4ba3-8097-c2b82bf54f76;6a688541-b16a-45ca-8aa9-fa700373279f;0460c138-26b2-48ed-b775-18a884077b89;7a3607ba-f2b1-4f42-9ebf-8140fccb806b;7b212c9e-df61-11e7-a12b-c82a144c0a85
;PSD;;3b71f5eb-cd8e-4ba3-8097-c2b82bf54f76;6a688541-b16a-45ca-8aa9-fa700373279f;73900f7f-2212-46ff-aac0-fee82f5b78c3;5e10b586-c865-485e-9f0f-e7a54aac6a83;7b212d98-df61-11e7-95f7-c82a144c0a85
;PV;;10678721-e6be-449f-a8ec-78eafee31515;6a688541-b16a-45ca-8aa9-fa700373279f;7338a100-5dc7-4082-ac3e-31310e23fb34;3464ca35-ab62-4903-a29a-c09643372154;7b2148e6-df61-11e7-b174-c82a144c0a85
;PPS;;ec02291d-aa1c-497a-b718-773bdbdd6ad1;6a688541-b16a-45ca-8aa9-fa700373279f;b3fe630a-cf1c-4fab-886c-2de0ac2369a1;37b19dda-6832-4f72-a408-e897ce453a9f;7b21193e-df61-11e7-8869-c82a144c0a85
;PSDB;;ee0b2058-6957-444b-b07d-17c329320692;6a688541-b16a-45ca-8aa9-fa700373279f;f24d7771-6fa9-4d3a-89ea-e6744531bd02;50d608ba-fe5a-45f8-9975-a1c78fc34f5b;7b212e92-df61-11e7-aaf4-c82a144c0a85
;PT;;149d5d03-3d3f-42c2-8c4c-7262f55f57d3;6a688541-b16a-45ca-8aa9-fa700373279f;ed1b0c4c-373e-4582-8be6-a4c9e8c6dbd9;2cabe63b-186b-49b8-a18d-5b39835dc8e9;7b2138a6-df61-11e7-baf1-c82a144c0a85
;PCdoB;;149d5d03-3d3f-42c2-8c4c-7262f55f57d3;6a688541-b16a-45ca-8aa9-fa700373279f;0324e3f0-2b6b-49a9-b3bd-700f7561f4f7;d68df8b6-d59e-4374-aeda-dc8598c9b195;7b20f90c-df61-11e7-a941-c82a144c0a85
;PMDB;;0613f7ca-8cdf-4dec-8824-821f085c4001;6a688541-b16a-45ca-8aa9-fa700373279f;f2de45ea-e3fd-44f7-b240-bd13e9eac8ef;d819a974-d3eb-4917-bb2b-0124176f2aef;7b210cfa-df61-11e7-9864-c82a144c0a85
;PSC;;7897a8a5-b64e-4fcb-8b81-d8c6a6928d29;6a688541-b16a-45ca-8aa9-fa700373279f;9d942151-653c-4d86-a601-2bece9bd3d25;3b465f30-51d3-4258-8919-0859d0350285;7b212c9e-df61-11e7-a12b-c82a144c0a85
;PSL;;7897a8a5-b64e-4fcb-8b81-d8c6a6928d29;6a688541-b16a-45ca-8aa9-fa700373279f;9a4aabd9-e795-410b-bc08-1f0c24da54f5;132f286e-3967-4225-8073-b1ca0577e4f6;7b213086-df61-11e7-aa5b-c82a144c0a85
;PT;;bfb77168-d97e-4973-8ef6-4f36e52c564e;6a688541-b16a-45ca-8aa9-fa700373279f;730800c9-2297-4050-832a-28449c9b00cf;fa7c206f-bb46-431f-8230-93a87f6e5012;7b2138a6-df61-11e7-baf1-c82a144c0a85
;PSDB;;26c05b28-d38e-49d5-b8db-e85a8202fe12;6a688541-b16a-45ca-8aa9-fa700373279f;f75ce411-b5e4-4b3a-8c7d-6a35bc3c4e34;b2cf5de6-a877-4a17-a992-4ad3baa407f5;7b212e92-df61-11e7-aaf4-c82a144c0a85
;PT;;a21f02f6-d95f-472d-a313-32a6e5de82ce;6a688541-b16a-45ca-8aa9-fa700373279f;9f2ee50e-a5e6-4673-a7cb-9cf6171accc4;335f7dd6-e059-44d0-9f14-a4b6fbe71e7f;7b2138a6-df61-11e7-baf1-c82a144c0a85
;PMDB;;ff9114bd-2753-4a2c-ab7e-c68ca05b13a8;6a688541-b16a-45ca-8aa9-fa700373279f;5da78946-b517-4a4d-b82d-5acbf64423b9;39c400e9-94f3-4d2b-8d67-bee0d78738bb;7b210cfa-df61-11e7-9864-c82a144c0a85
;PTB;;bf613c9f-c727-48cc-a654-e73c4b211243;6a688541-b16a-45ca-8aa9-fa700373279f;4003d5f3-679e-4eba-a75f-fe3f5d0c9f03;9b6c3147-72dd-42ac-aa0b-74598fe41e03;7b2139c8-df61-11e7-8d64-c82a144c0a85
;SD;;ea611754-0164-46d8-94a3-9cfd07bae4b1;6a688541-b16a-45ca-8aa9-fa700373279f;2bed3f22-e840-4dc4-a0d5-727563adadba;9b0ff07a-73fd-4d8e-b3f0-ec71a2bc7417;7b20e8d8-df61-11e7-8928-c82a144c0a85
;PT;;923a63e8-0a08-4f32-8a54-5b7cb6c083ea;6a688541-b16a-45ca-8aa9-fa700373279f;8d268d83-7b9a-44e6-8025-06eb4477ed01;5bcff3bb-3bb9-4166-bc3d-dc96c6f28b4b;7b2138a6-df61-11e7-baf1-c82a144c0a85
;PP;;d99451ad-aed9-4e5b-9cab-56bee07df1ef;6a688541-b16a-45ca-8aa9-fa700373279f;21fbc11a-3bdd-4b98-bc42-e109d937c741;0b5f3f90-561e-4982-ad24-68a1e962dde4;7b21152e-df61-11e7-bdcf-c82a144c0a85
;PSD;;c690b41a-09fa-4042-af79-5f1b05bfe4d2;6a688541-b16a-45ca-8aa9-fa700373279f;9c5604bb-c6a1-4695-980b-0a477853483f;2128fe0f-7639-4a0c-b194-dccc97d377b2;7b212d98-df61-11e7-95f7-c82a144c0a85
;PMDB;;a5b2fe5f-95c5-4022-9e28-36604560bfde;6a688541-b16a-45ca-8aa9-fa700373279f;68ce9f15-1115-4b8f-b873-7f070a1a2d56;52e36328-c121-408b-a877-2fbfabcb6bd9;7b210cfa-df61-11e7-9864-c82a144c0a85
;PSB;;a7f95e4e-c79a-4b9b-a01f-b2afc8ecd7e2;6a688541-b16a-45ca-8aa9-fa700373279f;2892ecc2-7c5a-4896-9d42-b18caff325ef;a552eae1-77a2-4359-9cbb-b6856b124279;7b212b86-df61-11e7-9f98-c82a144c0a85
;DEM;;365753a5-fcae-4c4e-a8da-d8e62334e9a1;6a688541-b16a-45ca-8aa9-fa700373279f;68b395d8-a6d5-437b-b143-3cbb0b596e5f;34160093-5d94-4b46-9362-16ff292d96a8;7b20ed7e-df61-11e7-bb65-c82a144c0a85
;PSC;;a7f7ff16-0696-41ec-80d4-29a1a78d0035;6a688541-b16a-45ca-8aa9-fa700373279f;35d32a79-6a89-4d95-b666-75c1deceef7b;e8e9313a-b998-4819-acc6-92ca5499e104;7b212c9e-df61-11e7-a12b-c82a144c0a85
;PSDB;;a7f7ff16-0696-41ec-80d4-29a1a78d0035;6a688541-b16a-45ca-8aa9-fa700373279f;9e6eeb5d-39b7-4369-9229-cc935c70124d;1cdc7bb9-655e-4b58-814e-c5bd0c5d4bcb;7b212e92-df61-11e7-aaf4-c82a144c0a85
;PR;;eb22cf8c-fc73-4bbe-926d-86422257237f;6a688541-b16a-45ca-8aa9-fa700373279f;4825083a-09af-4de0-bae2-f11d30280012;ccfba68a-9cd7-4322-af0a-dc4e9140699a;7b211a38-df61-11e7-b1b8-c82a144c0a85
;PR;;fb8c572a-1daf-41e0-b4c9-4312103f50e5;6a688541-b16a-45ca-8aa9-fa700373279f;0833d3e3-4420-4d20-8d70-fc4c8d8836b7;6acfc6d1-f626-4d57-838a-c980760f42d7;7b211a38-df61-11e7-b1b8-c82a144c0a85
;PSDB;;27b69206-6e13-4da5-8930-2de2eeefb498;6a688541-b16a-45ca-8aa9-fa700373279f;c0ef5fba-a06d-486f-8e24-82cc79b1bd59;8c13b286-6cb9-40e9-b820-62429ae9d1a2;7b212e92-df61-11e7-aaf4-c82a144c0a85
;DEM;;c34c4e66-a33a-4952-af54-f0808649d76f;6a688541-b16a-45ca-8aa9-fa700373279f;18ccbfdf-0dd6-4d6c-904d-57762e7ca1a6;6d72f989-f291-4eef-84f4-584c403d0743;7b20ed7e-df61-11e7-bb65-c82a144c0a85
;PT;;be8c0ddb-81c5-40de-a181-8b154c9fa5f7;6a688541-b16a-45ca-8aa9-fa700373279f;09b48b18-7839-4e67-ad0a-a7d623474e11;711317d5-6c2d-465f-a1a2-0061ae4aacb4;7b2138a6-df61-11e7-baf1-c82a144c0a85
;PT;;bf8be4ee-95b0-48aa-80bd-22b3a837c0b3;6a688541-b16a-45ca-8aa9-fa700373279f;bdf55b9e-fbdd-48a3-a54f-b9d04e59e242;f6bcc8a8-fb7a-4c73-9aac-881b61581936;7b2138a6-df61-11e7-baf1-c82a144c0a85
;PTB;;aeed4aee-120e-4354-8cd0-9ea9ce42048d;6a688541-b16a-45ca-8aa9-fa700373279f;b1efaef2-0ec9-404b-accb-df52dad9bd1d;bd32781b-8cf2-4667-b53b-2da2ac41b798;7b2139c8-df61-11e7-8d64-c82a144c0a85
;PSB;;afe48029-1b47-49e8-86e6-8156c60756a1;6a688541-b16a-45ca-8aa9-fa700373279f;a3c5ceab-8ddb-4a00-a885-352d009639e8;4bba4af0-10ab-4a88-8dda-e34d49b2a671;7b212b86-df61-11e7-9f98-c82a144c0a85
;PHS;;afe48029-1b47-49e8-86e6-8156c60756a1;6a688541-b16a-45ca-8aa9-fa700373279f;65ecf873-6213-40ea-9090-61babeaeee38;0060a019-2e61-4797-980a-0e7dbe9c2f1e;7b2107c8-df61-11e7-a617-c82a144c0a85
;DEM;;6d6dc9a0-50f0-4c67-84ce-5f41140e2905;6a688541-b16a-45ca-8aa9-fa700373279f;1420ea78-e379-49b8-b146-cd54d1f80dfe;19015e18-49d7-4faf-a952-3a4ef981df7b;7b20ed7e-df61-11e7-bb65-c82a144c0a85
;PMB;;6d6dc9a0-50f0-4c67-84ce-5f41140e2905;6a688541-b16a-45ca-8aa9-fa700373279f;3200a62c-c7bc-4e81-80f0-9b821c191b4c;6083bc77-11a0-42e8-beb2-a8872bd423b4;7b213f54-df61-11e7-9eec-c82a144c0a85
;PRB;;6d6dc9a0-50f0-4c67-84ce-5f41140e2905;6a688541-b16a-45ca-8aa9-fa700373279f;0a4bf6d1-5655-4c38-b865-43e91c85efe4;cf367242-7995-4e2f-a468-ff8f093df8c1;7b211b34-df61-11e7-b235-c82a144c0a85
;DEM;;c1ca0bde-3968-4258-a755-97c48435d497;6a688541-b16a-45ca-8aa9-fa700373279f;cc6ab0db-9e43-4091-93c6-50ee7af5f28b;754196e7-fcdc-4e29-98c6-ca72168ad150;7b20ed7e-df61-11e7-bb65-c82a144c0a85
;PT;;9858d495-f037-466e-ac5d-70286a6a6e03;6a688541-b16a-45ca-8aa9-fa700373279f;ada25086-cda1-4694-acb3-c27e81375dc3;3dbaa4f1-6dca-45fb-b645-11b90b658453;7b2138a6-df61-11e7-baf1-c82a144c0a85
;PT;;e90bbb90-d994-4cdb-9ff2-88a207256d40;6a688541-b16a-45ca-8aa9-fa700373279f;1db30980-6425-4aab-a4c7-5cd9d9b84189;d3e36140-80da-40a2-933e-9be1a6f63056;7b2138a6-df61-11e7-baf1-c82a144c0a85
;PCdoB;;d04ed77f-75db-48a7-a13b-53a09a0273f6;6a688541-b16a-45ca-8aa9-fa700373279f;c76ab437-68da-42a4-adf1-d0ff5eb1f0f6;48643428-d16b-4c95-8245-2a8b9cca7494;7b20f90c-df61-11e7-a941-c82a144c0a85
;PT;;6d2250a2-1470-4e98-aac1-00c0e57214ae;6a688541-b16a-45ca-8aa9-fa700373279f;96d49994-143c-4618-811c-89930c729210;6059f9cc-acf8-4859-884e-24fe80c5caea;7b2138a6-df61-11e7-baf1-c82a144c0a85
;PROS;;6d2250a2-1470-4e98-aac1-00c0e57214ae;6a688541-b16a-45ca-8aa9-fa700373279f;3d56f146-8558-4a06-a57f-058b638951a2;40f3ad33-6ffc-4479-9af3-06729a8a0fe0;7b20e63a-df61-11e7-b49c-c82a144c0a85
;PSB;;6d2250a2-1470-4e98-aac1-00c0e57214ae;6a688541-b16a-45ca-8aa9-fa700373279f;cac7da39-82c0-4ad3-94e6-6ac03af35c3d;13dc5dc2-db4e-46aa-a0fd-80994c9d8a7a;7b212b86-df61-11e7-9f98-c82a144c0a85
;DEM;;5af75f2b-17ff-440e-8d23-c96429ee526c;6a688541-b16a-45ca-8aa9-fa700373279f;b182e315-a6f8-4d10-88eb-b081b8bfee0e;d14e5a39-721a-4534-9447-37d245f84d3b;7b20ed7e-df61-11e7-bb65-c82a144c0a85
;PT;;9745b26f-e273-416f-9cb8-b32099237f3c;6a688541-b16a-45ca-8aa9-fa700373279f;9b213294-90a7-489e-ac5b-a8accb108a1f;4767c1fa-8d6c-4c84-99d8-2a6f4741e1d8;7b2138a6-df61-11e7-baf1-c82a144c0a85
;PMDB;;47b7b328-af0e-4400-affe-f346881f7277;6a688541-b16a-45ca-8aa9-fa700373279f;daf4e1c7-c5ec-44bb-b515-d563ab2a84ab;dd3a5c06-1a0d-42aa-aa98-b60d8c4943af;7b210cfa-df61-11e7-9864-c82a144c0a85
;PP;;72442655-736d-4c7d-90d7-ddb9169be20d;6a688541-b16a-45ca-8aa9-fa700373279f;7da3e0da-5613-4e8f-9974-5421b8dfcfd8;649a4488-4521-40d6-9a54-6c92971327ea;7b21152e-df61-11e7-bdcf-c82a144c0a85
;PRP;;6ce50919-8966-4c7e-b8e4-83e8aa17e20a;6a688541-b16a-45ca-8aa9-fa700373279f;73876bda-8b49-4cf5-9861-2c4e35ddd1fa;213529e7-b7b5-4d13-91c1-1a8caa050dc5;7b212468-df61-11e7-a5fd-c82a144c0a85
;PTB;;197c61ca-d910-419e-af2a-26bd7d62a70c;6a688541-b16a-45ca-8aa9-fa700373279f;9d451379-ec70-4fb7-9665-791c3742fc20;b65a5154-62c7-424d-b9ce-505e5f7568c9;7b2139c8-df61-11e7-8d64-c82a144c0a85
;PSDB;;6d9bfd70-bab0-45db-9f29-9e3f55ca9330;6a688541-b16a-45ca-8aa9-fa700373279f;971d3192-9743-4337-9095-1838a5ef418e;fd30e62f-f65e-4c5d-b3b9-f9316979d599;7b212e92-df61-11e7-aaf4-c82a144c0a85
;PT;;b3d82f7b-46cf-4487-8eef-72a77470ccb6;6a688541-b16a-45ca-8aa9-fa700373279f;fd46d21d-88d3-4ce9-b2b7-8816bd6fb2b2;7135b2b1-49e0-4ae7-9f9e-e89987a2941a;7b2138a6-df61-11e7-baf1-c82a144c0a85
;PSC;;69255beb-35bf-40ee-85e8-f94e3648dd10;6a688541-b16a-45ca-8aa9-fa700373279f;a4578b09-f8d9-4bbd-bb37-ca602a3e0d93;76fb8ebe-9482-406e-8bb3-813a100c88c6;7b212c9e-df61-11e7-a12b-c82a144c0a85
;PSDB;;69255beb-35bf-40ee-85e8-f94e3648dd10;6a688541-b16a-45ca-8aa9-fa700373279f;39858d82-0d22-41c7-afa4-8468dc2e3ded;b1a180e7-ad61-4fe8-97b1-13a1161c905f;7b212e92-df61-11e7-aaf4-c82a144c0a85
;PT;;180b660a-b855-48f5-bda7-8cc27cd4f91f;6a688541-b16a-45ca-8aa9-fa700373279f;6ff0dce1-a5b6-414e-bee8-3b694d44c4ab;8c2013c5-9f4c-4b39-873d-5313283ce835;7b2138a6-df61-11e7-baf1-c82a144c0a85
;PP;;3992799b-7af3-43b1-8674-1a798e403050;6a688541-b16a-45ca-8aa9-fa700373279f;f6ff6b65-3ca8-4577-90d3-d49efd21bdd3;08229da9-643a-4816-8d14-c36ddca0e195;7b21152e-df61-11e7-bdcf-c82a144c0a85
;PSDB;;2b450075-246c-4239-bab2-df9c3fe1464a;6a688541-b16a-45ca-8aa9-fa700373279f;7fe361a5-5849-4173-8d46-a1e197f717c3;d0a8edf1-fadd-4940-a427-1815b8d95126;7b212e92-df61-11e7-aaf4-c82a144c0a85
;PTB;;eb33af1b-564d-4500-a8c8-73d105c74ce9;6a688541-b16a-45ca-8aa9-fa700373279f;59070981-a700-4689-8ccb-0ad1672b70cc;c57bb190-2e73-4c79-8def-b65f2979a6c1;7b2139c8-df61-11e7-8d64-c82a144c0a85
;PSDB;;77e652de-4d5d-4492-a8a5-e15704d181ba;6a688541-b16a-45ca-8aa9-fa700373279f;6bc9ae86-d79f-4414-a1c3-32264f2108af;37121f50-43bd-44e3-8b0e-dff4d89e140b;7b212e92-df61-11e7-aaf4-c82a144c0a85
;PSD;;5a679cce-e155-4e7d-9a83-955620282b3d;6a688541-b16a-45ca-8aa9-fa700373279f;8ecadb06-a965-4186-8b0e-8bbfa721a2bd;42611bc2-7c3f-4800-84bb-fbfcef6b81a5;7b212d98-df61-11e7-95f7-c82a144c0a85
;PPS;;58cf242b-5bd4-432c-a56f-4ec504b413f6;6a688541-b16a-45ca-8aa9-fa700373279f;6331d52b-1ac2-456e-9130-08835039482c;65f2b465-21cd-4fa1-8aff-933cb2d8c06a;7b21193e-df61-11e7-8869-c82a144c0a85
;PMDB;;58cf242b-5bd4-432c-a56f-4ec504b413f6;6a688541-b16a-45ca-8aa9-fa700373279f;f811dfad-37bd-4ff8-ba7b-376994978448;490b5eaa-e44d-473c-88fa-08e4fd211bdc;7b210cfa-df61-11e7-9864-c82a144c0a85
;PT;;477df208-a414-4dcb-b9c5-776599acabe8;6a688541-b16a-45ca-8aa9-fa700373279f;f56a88be-00eb-4d00-83f0-6fbb9d585639;e481d058-fbd1-40b4-b0fe-5a42a5fc5afc;7b2138a6-df61-11e7-baf1-c82a144c0a85
;DEM;;4f948087-649c-45a5-8e4b-705147911ad1;6a688541-b16a-45ca-8aa9-fa700373279f;0401d5a5-0ec5-469a-a7d3-0a7a2fb7f437;76c7ea2b-2665-418e-9dc2-8e5646099eea;7b20ed7e-df61-11e7-bb65-c82a144c0a85
;PROS;;b44e71a9-3fb9-4c6d-8b94-8792011cd2f7;6a688541-b16a-45ca-8aa9-fa700373279f;2c61ab43-2c24-46d3-a4d8-779abb4a2b53;5b6197c4-a2da-458e-a4cf-08d9ae822312;7b20e63a-df61-11e7-b49c-c82a144c0a85
;REDE;;b44e71a9-3fb9-4c6d-8b94-8792011cd2f7;6a688541-b16a-45ca-8aa9-fa700373279f;2677a0c7-e513-457d-a3cd-0e378ef9b07c;87f180b9-6b4f-42b0-8222-8a1d71d89d1b;7b213e50-df61-11e7-918f-c82a144c0a85
;DEM;;879aa805-d44f-401f-941c-c4fefaf4c146;6a688541-b16a-45ca-8aa9-fa700373279f;b6802602-134a-4f4a-9d7d-1d93d89a2ad6;ba3ec2af-7715-416b-a265-8d265e45a31e;7b20ed7e-df61-11e7-bb65-c82a144c0a85
;PCdoB;;d6b42944-185d-46df-b139-0cbb735b88ef;6a688541-b16a-45ca-8aa9-fa700373279f;b82d2778-f0af-4c19-bd2f-044b059b7caa;800598d5-78ac-4b34-b538-160ab5a0ee0b;7b20f90c-df61-11e7-a941-c82a144c0a85
;PSDB;;4588c83e-6ff1-4bdc-8587-94b53e5ae6c5;6a688541-b16a-45ca-8aa9-fa700373279f;6ebe5799-e70c-440c-984a-fc70f6351bfd;4cc56a14-3abf-4118-bb57-140cf2f87f24;7b212e92-df61-11e7-aaf4-c82a144c0a85
;PSDB;;80e2b188-61d2-440b-b85b-128ceb14edd4;6a688541-b16a-45ca-8aa9-fa700373279f;b1e2b2f9-3baf-4e59-af94-ceca1748b5e8;942453ca-202f-4014-87fe-2ef1264eeaa5;7b212e92-df61-11e7-aaf4-c82a144c0a85
;PT;;e780fe47-28c0-46a2-9fba-829596d984c1;6a688541-b16a-45ca-8aa9-fa700373279f;1c36733f-db49-4a1d-aa1f-65f480d9b278;c7b1a41c-c22d-4fa0-ba15-fa3f595f1355;7b2138a6-df61-11e7-baf1-c82a144c0a85
;DEM;;711cac88-49b1-4710-ad1a-f1369ae03907;6a688541-b16a-45ca-8aa9-fa700373279f;d4d7d55d-5c1d-4b43-ba84-b93f936ac488;e33c8e9e-6396-43cc-87a6-1212504d7f0c;7b20ed7e-df61-11e7-bb65-c82a144c0a85
;PSD;;711cac88-49b1-4710-ad1a-f1369ae03907;6a688541-b16a-45ca-8aa9-fa700373279f;8127c18c-ef22-4322-aa26-744590c168ef;938537a6-5bae-4128-828b-cf1378d1d9c7;7b212d98-df61-11e7-95f7-c82a144c0a85
;DEM;;53eb5470-5b4c-4b26-8bb5-5490b50cf5f1;6a688541-b16a-45ca-8aa9-fa700373279f;6f478733-1495-4abd-b9b9-b7005868eb0f;ce57a152-a4b3-4fee-b69d-3a313e207f46;7b20ed7e-df61-11e7-bb65-c82a144c0a85
;PMDB;;b95876ea-0cab-49bf-ab03-cf101c1434be;6a688541-b16a-45ca-8aa9-fa700373279f;6853f895-19af-4e12-b4e9-f73825069d5b;992e5563-14b5-49ed-bd01-ead89ab2bac7;7b210cfa-df61-11e7-9864-c82a144c0a85
;PMDB;;c6d4b219-0ca9-40e1-875f-54f8acd5bfad;6a688541-b16a-45ca-8aa9-fa700373279f;a4588969-d099-43e9-b488-2fd82b466305;ebde0a4c-3018-4e0d-944a-096a8ffda12a;7b210cfa-df61-11e7-9864-c82a144c0a85
;PMDB;;3a84f507-d4a8-4c7d-ad35-8436bce678d9;6a688541-b16a-45ca-8aa9-fa700373279f;01863685-5a1a-4e88-b9d6-b81f2a60b493;eece4856-1a62-46fd-a3ea-1f98d1142b17;7b210cfa-df61-11e7-9864-c82a144c0a85
;PT;;b70c9aff-a556-4d48-8a36-ce38da014a51;6a688541-b16a-45ca-8aa9-fa700373279f;a7e58532-31da-4ec9-a6d2-cb2f2554b8c7;ba2fb336-b959-4e43-b7e7-a213dbce5f09;7b2138a6-df61-11e7-baf1-c82a144c0a85
;PMDB;;5002ead2-9292-4114-8bf5-411d670dc03f;6a688541-b16a-45ca-8aa9-fa700373279f;88022502-bfd1-4931-8c11-732de7728d3b;d8dc46b0-962a-47a5-924a-48914adeb027;7b210cfa-df61-11e7-9864-c82a144c0a85
;PSB;;9a3c91fd-a335-445e-b2d5-193001028bac;6a688541-b16a-45ca-8aa9-fa700373279f;6628d94f-7a46-49e8-b124-2102dd20a0e4;43fee468-ca33-4897-b5db-a46abee038cd;7b212b86-df61-11e7-9f98-c82a144c0a85
;PP;;9a3c91fd-a335-445e-b2d5-193001028bac;6a688541-b16a-45ca-8aa9-fa700373279f;08d94e4c-4b09-4765-a07b-b38dbe8964a4;0b676168-d481-419d-b2b1-5770fa9628ff;7b21152e-df61-11e7-bdcf-c82a144c0a85
;PP;;e03f89bf-c7bf-4f38-a036-24b3819e3e88;6a688541-b16a-45ca-8aa9-fa700373279f;329da607-7a3f-4b1b-86cf-a2bf52350587;883de1fa-04a2-400c-8ae8-5e3bbb198863;7b21152e-df61-11e7-bdcf-c82a144c0a85
